Name,Environmental fate,Ecotoxicity,Human health,SMILES
Triflusulfuron,High,Low,Moderate,CC1=CC=CC(=C1S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C)C(=O)O
Propoxycarbazone,High,High,Moderate,CCCOC1=NN(C(=O)N1C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC
Fenchlorazole-ethyl (Ref: HOE 070542),Low,High,High,C1=CC=C(C=C1)OC(=O)N2C3=CC(=C(C=C3N=C2C(F)(F)F)Cl)Cl
Sulfuryl fluoride,High,Moderate,High,O=S(=O)(F)F
Tebupirimfos (Ref: BAY MAT 7484),High,High,High,CCOP(=S)(OC1=CN=C(N=C1)C(C)(C)C)OC(C)C
2-(thiocyanomethylthio)benzothiazole,Moderate,High,Moderate,C1=CC=C2C(=C1)N=C(S2)SCSC#N
Ecolyst (Ref: HSDB 7282),High,Moderate,High,CC[NH+](CC)CCOCC1=CC=C(C=C1)C.[Cl-]
Furilazole (Ref: MON 13900),High,Moderate,Moderate,CC1(N(CC(O1)C2=CC=CO2)C(=O)C(Cl)Cl)C
Cloprop,Moderate,Moderate,Moderate,CC(C(=O)O)OC1=CC(=CC=C1)Cl
Pyriminobac-methyl (Ref: KIH-6127),Moderate,Moderate,Low,CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC
"2,3-difluoro-6-trifluoromethylbenzamidine (Ref: 149-F1)",High,Moderate,Moderate,-
"2,3-difluoro-6-(trifluoromethyl)benzamide (Ref: 149-F6)",High,Moderate,Moderate,-
Dimethrin (Ref: ENT 21170 ),Low,Moderate,Moderate,CC1=CC(=C(C=C1)COC(=O)C2C(C2(C)C)C=C(C)C)C
Cis-des-hexafluoroisopropyl acrinathrin (Ref: DP-A),Moderate,High,Moderate,-
N-(4-(2-chloro-4-(trifluoromethyl)phenoxy)-2-fluorophenyl) urea (Ref: CL 932338),Moderate,Moderate,Moderate,-
2-tert-butyl-5-(4-(1-carboxy-1-methylethyl) benzylthio)4-chloropyridazin-3 (2H)-one,Low,High,Low,-
Nitenpyram (Ref: CGA 246916),High,High,Moderate,CCN(CC1=CN=C(C=C1)Cl)C(=C[N+](=O)[O-])NC
N-((4-hydroxy-6-methoxypyrimidin-2-yl)amino)carbonyl)-1-methyl-4-(2-methyl-2H-tetrazol-5-yl)-1H-pyrazole-5-sulfonamide (Ref: IN JJ999),High,Low,Low,-
Bis-trichloromethyl sulfone,Moderate,High,Moderate,C(S(=O)(=O)C(Cl)(Cl)Cl)(Cl)(Cl)Cl
Primisulfuron methyl (Ref: CGA 136872),Moderate,Moderate,Low,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC(F)F)OC(F)F
Potassium bicarbonate,High,Moderate,Low,C(=O)(O)[O-].[K+]
"1,1,1,2-tetrachloroethane (Ref: HSDB 4148)",Moderate,Moderate,High,C(C(Cl)(Cl)Cl)Cl
"1,1-dichloroethane",High,Moderate,High,CC(Cl)Cl
"1,2,3-trichloropropane (Ref: NSC 35403)",Moderate,Moderate,High,C(C(CCl)Cl)Cl
"1,3-butadiene",Moderate,Moderate,High,C=CC=C
"1,4-dioxane",High,Low,High,C1COCCO1
"4,4-methylenedianiline",Low,Moderate,High,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N
Alpha-hexachlorocyclohexane (Ref: ENT 9232),High,Moderate,Moderate,-
N-methyl-2-pyrrolidone,Low,Low,High,CN1CCCC1=O
N-nitrosodimethylamine,High,Low,High,CN(C)N=O
Ametoctradin (Ref: BAS 650F),Moderate,High,Moderate,CCCCCCCCC1=C(N2C(=NC=N2)N=C1CC)N
Methiozolin (Ref: MRC-01),Moderate,Moderate,Moderate,CC1=C(SC=C1)C2=NOC(C2)(C)COCC3=C(C=CC=C3F)F
Penflufen (Ref: BYF-14182),High,Moderate,High,CC1=NN(C(=C1C(=O)NC2=CC=CC=C2C(C)CC(C)C)F)C
Valifenalate (Ref: IR5885),Moderate,Moderate,High,CC(C)C(C(=O)NC(CC(=O)OC)C1=CC=C(C=C1)Cl)NC(=O)OC(C)C
Alpha-endosulfan,High,High,High,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
Cyantraniliprole (Ref: DPX-HGW86),Moderate,High,Low,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)C#N
Indaziflam,High,Moderate,High,CC1CC2=C(C1NC3=NC(=NC(=N3)N)C(C)F)C=C(C=C2)C
Propyrisulfuron,Moderate,Moderate,Low,CCCC1=NN2C(=NC(=C2S(=O)(=O)NC(=O)NC3=NC(=CC(=N3)OC)OC)Cl)C=C1
Sedaxane,High,Moderate,Moderate,CN1C=C(C(=N1)C(F)F)C(=O)NC2=CC=CC=C2C3CC3C4CC4
Aminocyclopyrachlor (Ref: DPX-MAT28),High,Moderate,Low,C1CC1C2=NC(=C(C(=N2)N)Cl)C(=O)O
Sulfoxaflor (Ref: DE-208),High,High,Moderate,CC(C1=CN=C(C=C1)C(F)(F)F)S(=NC#N)(=O)C
Gibberellins,High,Moderate,Moderate,CC12C(CCC3(C1C(C45C3CCC(C4)C(=C)C5)C(=O)O)OC2=O)O
Cycloheximide,High,High,High,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C
Tolfenpyrad (Ref: OMI 88),Moderate,High,Moderate,CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)OC3=CC=C(C=C3)C)C
Prohexadione,Moderate,Low,High,CCC(=O)C1C(=O)CC(CC1=O)C(=O)O
Isolan (Ref: ENT 19060),High,High,High,CC1=NN(C(=C1)OC(=O)N(C)C)C(C)C
Metolcarb,High,High,High,CC1=CC(=CC=C1)OC(=O)NC
Lime sulphur,High,Moderate,High,[S-]SSS[S-].[Ca+2]
Urea,High,Moderate,High,C(=O)(N)N
1-naphthylacetamide,High,Moderate,Moderate,C1=CC=C2C(=C1)C=CC=C2CC(=O)N
Zinc phosphide,Low,High,High,P=[Zn].P=[Zn].[Zn]
Epichlorohydrin,Moderate,Moderate,High,C1C(O1)CCl
Potassium phosphonates,High,Moderate,Low,-
Medetomidine,High,Moderate,High,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C
Oxolinic acid,High,Moderate,High,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O
Thymol,Moderate,Moderate,High,CC1=CC(=C(C=C1)C(C)C)O
Sulphanilamide,Moderate,Moderate,High,C1=CC(=CC=C1N)S(=O)(=O)N
Niclosamide (Ref: ENT 25823 ),Moderate,Moderate,Moderate,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
Fluxapyroxad (Ref: BAS 700F),High,Moderate,Moderate,CN1C=C(C(=N1)C(F)F)C(=O)NC2=CC=CC=C2C3=CC(=C(C(=C3)F)F)F
3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxylic acid (Ref: M700F001),High,Moderate,Low,FC(F)c1nn(C)cc1C(=O)O
2-(trifluoromethyl)benzoic acid,Moderate,Low,Low,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F
Eugenol,Low,Moderate,High,COC1=C(C=CC(=C1)CC=C)O
Fenpyrazamine (Ref: S-2188),Moderate,Moderate,Moderate,CC1=CC=CC=C1C2=C(N(N(C2=O)C(C)C)C(=O)SCC=C)N
Terpinen-4-ol,High,Low,High,CC1=CCC(CC1)(C(C)C)O
Alpha-terpinoline,Moderate,Low,Low,CC1=CCC(=C(C)C)CC1
Alpha-pinene,Low,Moderate,Low,CC1=CCC2CC1C2(C)C
Para-cymene,Low,Moderate,Low,CC1=CC=C(C=C1)C(C)C
Diethatyl ethyl (Ref: BAY NNT 6867),Moderate,Moderate,Low,CCC1=C(C(=CC=C1)CC)N(CC(=O)OCC)C(=O)CCl
Oxathiine amide sulfoxide,High,Low,Low,-
5-(trifluoromethyl)-2(1H)-pyridinone,High,Low,Moderate,-
Phenylmercuric acetate,High,High,High,CC(=O)O[Hg]C1=CC=CC=C1
"2,6-dimethoxybenzamide",High,Moderate,Low,-
"3-(difluoromethyl)-1-methyl-N-((1R,4S,9R)-1,2,3,4,-tetrahydro-9-(2-hydroxypropan-2-yl)-1,4-methanonaphthalen-5-yl)pyrazsaole-4-carboxamide (Ref: CSCD459488)",High,Moderate,Low,-
3-(difluoromethyl)-1H-pyrazole-4-carboxylic acid (Ref: M700F002),High,Moderate,Low,-
4-chloro-3-ethyl-1-methyl-5-pyrazolecarboxamide (Ref: CL 810729),High,Moderate,Low,-
2-hydroxy-desethyl-terbuthylazine (Ref: GS 28620),Moderate,Moderate,Low,-
Benthiavalicarb-isopropyl (Ref: KIF-230),Moderate,Moderate,High,CC(C)C(C(=O)NC(C)C1=NC2=C(S1)C=C(C=C2)F)NC(=O)OC(C)C
(RS)-2-(4-fluoro-3-trifluoromethylphenoxy)butanoic acid (Ref: UR-50604),High,Moderate,Low,CCC(Oc1ccc(F)c(c1)C(F)(F)F)C(=O)O
Pyraflufen acid (Ref: T-5067),High,Moderate,Moderate,Cn2nc(c1cc(OCC(=O)O)c(Cl)cc1F)c(Cl)c2OC(F)F
1-(carbamoylamidino)-3-(2-trifluoromethyl-benzenesulfonyl) urea (Ref: BH 635-4),High,Moderate,Low,-
2-trifluoromethyl-benzenesulfonamide (Ref: BH 635-2),High,High,Moderate,-
1-amidino-3-(2-trifluoromethyl-benzenesulfonyl) urea (Ref: BH 635-3),High,High,Low,-
"2-amino-4-methoxy-6-(trifluoromethyl)-1,3,5-triazine (Ref: BH 635-5)",High,Moderate,High,-
Calcium acid methanearsonate,High,Moderate,High,C[As](=O)([O-])[O-].C[As](=O)([O-])[O-].[Ca+2]
Disodium methanearsonate,High,Moderate,High,C[As](=O)([O-])[O-].[Na+].[Na+]
"3,5-di-bromo-4-hydroxybenzoic acid",Moderate,Moderate,High,Brc1cc(C(=O)O)cc(Br)c1O
Geraniol (Ref: Mevalone 3AEY),High,Moderate,Moderate,CC(=CCCC(=CCO)C)C
"3-(7-amino-5-ethyl)(1,2,4)triazolo(1,5-alpha)pyrimidin-6-yl)butanoic acid (Ref: M650 F02)",High,Low,Low,-
"4-(7-amino-5-ethyl(1,2,4)triazolo(1,5-a)pyrimidin-6-yl)acetic acid (Ref: M650 F03)",High,Moderate,Low,-
"7-amino-5-ethyl{1,2,4)triazolo(1,5-a)pyrimidin-6-carboxylic acid (Ref: M650 F04)",High,Moderate,Low,-
Halosulfuron methyl rearrangement,Moderate,Moderate,Low,-
Penflufen-3-hydroxy-butyl,High,Moderate,Low,-
Penflufen-pyrazolyl-AAP,High,Moderate,Low,-
Metam-potassium,High,Moderate,High,CNC(=S)[S-].[K+]
Glyphosate-isopropylamine (Ref: MON 0139),Moderate,Moderate,Moderate,CC(C)N.C(C(=O)O)NCP(=O)(O)O
Glyphosate-monopotassium,Moderate,Moderate,Moderate,C(C(=O)O)NCP(=O)(O)[O-].[K+]
Iminoctadine tris(albesilate) (Ref: DF-250),High,Moderate,Moderate,CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O.CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O.CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O.C(CCCCN=C(N)N)CCCNCCCCCCCCN=C(N)N
Triclopyr-butotyl,Low,Moderate,High,CCCCOCCOC(=O)COC1=NC(=C(C=C1Cl)Cl)Cl
Triclopyr-triethylammonium,High,Moderate,High,CCN(CC)CC.C1=C(C(=NC(=C1Cl)Cl)OCC(=O)O)Cl
Aluminium silicate,Low,Low,Moderate,[O-2].[O-2].[O-2].[O-2].[O-2].[Al+3].[Al+3].[Si+4]
Inabenfide (Ref: CGR-811 ),Moderate,Moderate,Low,C1=CC=C(C=C1)C(C2=C(C=CC(=C2)Cl)NC(=O)C3=CC=NC=C3)O
Climbazole (Ref: 106162),High,Moderate,Moderate,CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl
Pyriofenone (Ref: IKF-309),Moderate,Moderate,High,CC1=CC(=C(C(=C1C(=O)C2=C(C(=CN=C2OC)Cl)C)OC)OC)OC
"3-bromo-6-fluoro-2-methyl-1-(1H-1,2,4-triazol-3-ylsulfonyl)-1H-indole",Moderate,Moderate,High,-
"N-(6-chloro-7-hydroxy-5-methoxy-(1,2,4)triazolo(1,5-alpha)pyrimidin-2-yl)2-methoxy-4-trifluoromethyl)-3-pyridinesulfonamide",High,Moderate,Low,-
Pyridine sulfonamide,High,High,Low,-
Kieselgur,High,Low,Low,O=[Si]=O
"Cis-3-(2,5-dimethylphenyl)-3-hydroxy-8-methoxy-1-azaspiro(4.5)decane-2,4-dione",High,Low,Low,-
"RS-beta-alanine, N-((1-methylethoxy)carbonyl)-L-valyl-3-(4-chlorophenyl)acid) (Ref: IR5839)",High,Low,Low,-
4-chlorobenzoic acid,Moderate,Moderate,Moderate,-
"2-(3-bromo-1-(3-chloro-2-pyridinyl)-1H-pyrazol-5-yl)-6-chloro-3, 8dimethyl-4(3H)-quinazolinone (Ref: IN EQW78)",High,Moderate,Low,-
5-bromo-N-methyl-1H-pyrazole-3-carboxamide (Ref: IN F6L99),Moderate,Moderate,Low,-
"2,6-dichloro-4-methyl-11H-pyrido(2,1-beta)quinazolin-11-one (Ref: IN ECD73)",High,High,Low,-
"N-(malonyl)-N-(2,6-xylyl)-D-alanine",High,Moderate,Low,-
Methyleugenol (Ref: Ent 21040),Low,Moderate,Moderate,COC1=C(C=C(C=C1)CC=C)OC
Difenzoquat metilsulfate (Ref: AC 84777),High,Moderate,Moderate,CN1C(=CC(=[N+]1C)C2=CC=CC=C2)C3=CC=CC=C3.COS(=O)(=O)[O-]
Disodium phosphonate (Ref: IKF-916 25 SC),High,Moderate,Low,P([O-])([O-])=O.[Na+].[Na+]
Ethametsulfuron (Ref: IN A8768),High,Low,Low,CCOC1=NC(=NC(=N1)NC)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)O
2-((dimethylamino)carbonyl)phenyl sulfamic acid (Ref: IR7863),High,Low,Low,-
"1-(4-methoxy-6-hydroxypyrimidin-2-yl)-3-(2,(2-dimethylcarbomyl)phenylsulfomoyl)urea (Ref: IR 8181)",High,Low,Low,-
Calcium arsenate,High,Moderate,High,[O-][As](=O)([O-])[O-].[O-][As](=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
Acrylonitrile (Ref: ENT 54),High,Moderate,High,C=CC#N
"4-(5-hydroxy-3-oxo-4(4-(trifluoromethoxy)phenyl)-6-(3-trifluoromethyl)phenyl)-2,3,4,5-tetrahydro-1,2,4-triazine-5-yl)benzonitrile (Ref: M320I23)",High,High,Low,-
Benzonitrile carboxylic acid (Ref: M320I06),High,Low,Low,C1=CC(=CC=C1C#N)C(=O)O
Lead arsenate,High,Moderate,High,O[As](=O)([O-])[O-].[Pb+2]
Nornicotine,Moderate,Moderate,High,C1CC(NC1)C2=CN=CC=C2
Phosphonic acid,High,Moderate,Low,O[P+](=O)O
"N-tert-butyl-N-(3,5-dimethylbenzoyl)-4-hydroxy-5-methyl-6-chromancarbohydrazide",High,Low,Low,-
Flutianil (Ref: OK-5303),Moderate,High,Moderate,COC1=CC=CC=C1N2CCSC2=C(C#N)SC3=C(C=CC(=C3)C(F)(F)F)F
"(Z)-2-(2-fluoro-5-(trifluoromethyl)phenylsulfinyl)-2-(3,2-methoxyphenyl)thiazolidin-2-ylidene)acetonitrile (Ref: OC 53276)",Moderate,Moderate,Low,-
Oxathiapiprolin (Ref: DPX-QGU42),High,Moderate,Moderate,CC1=CC(=NN1CC(=O)N2CCC(CC2)C3=NC(=CS3)C4=NOC(C4)C5=C(C=CC=C5F)F)C(F)(F)F
Flupyradifurone (Ref: BYI 02960),High,Moderate,Moderate,C1C(=CC(=O)O1)N(CC2=CN=C(C=C2)Cl)CC(F)F
Benzovindiflupyr,High,High,High,CN1C=C(C(=N1)C(F)F)C(=O)NC2=CC=CC3=C2C4CCC3C4=C(Cl)Cl
Mandestrobin (Ref: S-2200),Moderate,Moderate,Moderate,CC1=CC(=C(C=C1)C)OCC2=CC=CC=C2C(C(=O)NC)OC
Halauxifen (Ref: X11393729),Moderate,Moderate,High,COC1=C(C=CC(=C1F)C2=NC(=C(C(=C2)N)Cl)C(=O)O)Cl
Halauxifen-methyl (Ref: DE-729),Moderate,Moderate,High,COC1=C(C=CC(=C1F)C2=NC(=C(C(=C2)N)Cl)C(=O)OC)Cl
Cyclaniliprole (Ref: IKI-3106),High,High,Moderate,CC(C1CC1)NC(=O)C2=CC(=CC(=C2NC(=O)C3=CC(=NN3C4=C(C=CC=N4)Cl)Br)Br)Cl
Afidopyropen (Ref: ME 5343),Low,Moderate,Low,CC12CCC(C(C1CC(C3(C2C(C4=C(O3)C=C(OC4=O)C5=CN=CC=C5)O)C)O)(C)COC(=O)C6CC6)OC(=O)C7CC7
Butenachlor (Ref: KH-218),Low,Moderate,Low,CCC1=C(C(=CC=C1)CC)N(COCC=CC)C(=O)CCl
Fufenozide (Ref: JS-118),Moderate,Low,Low,CC1CC2=C(O1)C(=C(C=C2)C(=O)NN(C(=O)C3=CC(=CC(=C3)C)C)C(C)(C)C)C
"(Z)-3-(2-chloro-3,3,3-trifluoro-propenyl)-2,2-dimethylcyclo-propane carboxylic acid",High,Moderate,Low,-
Alloxydim sodium,High,Moderate,Low,CCCC(=NOCC=C)C1=C(CC(C(C1=O)C(=O)OC)(C)C)[O-].[Na+]
Napropamide-M,Moderate,Moderate,Moderate,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21
Sodium lauryl sulphate,Low,Moderate,Moderate,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
Picloram-dimethylammonium,Low,Moderate,Low,CNC.C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N
Pyridafol-O-methyl (Ref: CL-9869),Moderate,Moderate,Low,-
4-chlorophenol,Moderate,Moderate,Low,C1=CC(=CC=C1O)Cl
4-(((3-bromo-1-(3-chloropyridin-2-yl)-1H-pyrazol-5-yl)carbonyl)amino)-3-methyl-5-(methylcarbamoyl)benzoic acid (Ref: IN JSE76),High,Moderate,Low,O=C(O)c3cc(C)c(NC(=O)c2cc(Br)nn2c1ncccc1Cl)c(c3)C(=O)NC
Cybutryne,Moderate,Moderate,High,CC(C)(C)NC1=NC(=NC(=N1)NC2CC2)SC
Pyrazolynate,Low,Moderate,Low,CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C(=NN2C)C)C(=O)C3=C(C=C(C=C3)Cl)Cl
Ethylene dichloride,High,Low,High,C(CCl)Cl
Isofetamid (Ref: IKF-5411),Moderate,Moderate,Moderate,CC1=C(SC=C1)C(=O)NC(C)(C)C(=O)C2=C(C=C(C=C2)OC(C)C)C
Methyl 2-((4-hydroxy-6-methoxypyrimidin-2-yl)amino)-6-(trifluoromethyl)nicotinate (Ref: IN KV996),Low,Moderate,Low,O=C(OC)c2ccc(nc2Nc1nc(O)cc(OC)n1)C(F)(F)F
Sodium hydrogen carbonate,Low,Low,Moderate,C(=O)(O)[O-].[Na+]
Dimethyl disulfide,High,Moderate,Moderate,CSSC
Clopyralid-olamine,High,Moderate,Low,C1=CC(=NC(=C1Cl)C(=O)O)Cl.C(CO)N
Fluensulfone (Ref: BYI 01921),Low,Moderate,Moderate,C1=C(SC(=N1)S(=O)(=O)CCC(=C(F)F)F)Cl
Difluoroacetic acid,High,Moderate,Moderate,C(C(=O)O)(F)F
2-((2-((1RS)-1-methoxy-2-(methylamino)-2-oxoethyl)benzyl)oxy)-4-methylbenzoic acid,High,Moderate,Low,CNC(=O)C(OC)c2ccccc2COc1cc(C)ccc1C(=O)O
3-((2-((1RS)-1-methoxy-2-(methylamino)-2-oxoethyl)benzyl)oxy)-4-methylbenzoic acid,High,Moderate,Moderate,CNC(=O)C(OC)c2ccccc2COc1cc(ccc1C)C(=O)O
"(R)-2-((2,6-dimethyl-phenyl)-(2-methoxy-acetyl)-amino)-propionic acid (Ref: NOA 409045)",High,Low,Low,C[C@@H](N(C(=O)COC)c1c(C)cccc1C)C(=O)O
Furalaxyl-M,Moderate,Moderate,Moderate,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)C2=CC=C(C=C2)C(=O)C3=CC=CC=C3
5-(trifluoromethyl)-1H-pyrazole-3-carboxylic acid (Ref: IN E8S72),High,Moderate,Low,C1=C(NN=C1C(=O)O)C(F)(F)F
Formetanate hydrochloride,Moderate,High,High,CNC(=O)OC1=CC=CC(=C1)N=CN(C)C.Cl
"1-oxo-1,2,3,4-tetrahydropyrido(1,2-a)pyrazin-5-ium (Ref: R32245)",High,Moderate,Low,O=C1NCC[n+]2ccccc12
"3,5-dichloroaniline (Ref: RP32596)",Moderate,Moderate,Low,-
"3-(3,5-dichlorophenyl)-2,4-dioxoimidazolidine (Ref: RP25040)",Moderate,Moderate,Moderate,-
(E)-N2-carbamoyl-N1-(6-chloro-3-pyridyl)methyl-N2-cyano-N1-methylacetamidine (Ref: IM-1-2),High,Moderate,Low,-
N-(6-chloropyridin-3-ylmethyl)-N-methyl-acetamidine (Ref: IM-1-5),High,Moderate,Moderate,-
"2,4-D-dimethylammonium",High,Moderate,High,CNC.C1=CC(=C(C=C1Cl)Cl)OCC(=O)O
Carfentrazone,Low,Moderate,Low,CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)CC(C(=O)O)Cl)Cl)F
"2-chloroimidazol(1,2-a)pyridine-3-sulfonamide",High,Moderate,Moderate,C1=CC2=NC(=C(N2C=C1)S(=O)(=O)N)Cl
"(2S,4S-2R,4R)-2-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolane-4-carboxylic acid (Ref: SYN 547889)",High,Low,Low,-
Propylene thiourea,Low,Moderate,Moderate,C1CNC(=S)NC1
Propineb-DIDT,Low,Moderate,Moderate,-
4-(allylcarbamoyl)-3-methyl-5-(trimethylsilyl)thiophene-2-carboxylic acid (Ref: MON 65533),High,Moderate,Low,O=C(NCC=C)c1c(C)c(sc1[Si](C)(C)C)C(=O)O
4-carbamoyl-3-methyl-5-(trimethylsilyl)thiophene-2-carboxylic acid (Ref: MON 65534),High,Moderate,Low,O=C(N)c1c(C)c(sc1[Si](C)(C)C)C(=O)O
Bromoxynil-butanoate,Low,High,High,CCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br
Fenpicoxamid (Ref: XDE 777),Moderate,High,Moderate,CC1C(C(C(=O)OCC(C(=O)O1)NC(=O)C2=NC=CC(=C2OCOC(=O)C(C)C)OC)CC3=CC=CC=C3)OC(=O)C(C)C
"(3S,6S,7R,8R)-8-benzyl-3-(((3-hydroxy-4-methoxypyridin-2-yl)carbonyl)amino)-6-methyl-4,9-dioxo-1,5-dioxonan-7-yl 2-methylpropanoate (Ref: X642188)",Low,High,Low,-
N-((3-hydroxy-4-methoxypyridin-2-yl)carbonyl)serine (Ref: X12264475),Moderate,Moderate,Moderate,-
Benalaxyl acid,High,Moderate,Low,-
"4-amido-2,5-dichloro-6-cyano benzene-1,3-disulfonic acid (Ref: R419492)",High,Moderate,Low,-
Pydiflumetofen (Ref: SYN 545794),High,Moderate,Moderate,CC(CC1=C(C=C(C=C1Cl)Cl)Cl)N(C(=O)C2=CN(N=C2C(F)F)C)OC
Broflanilide (Ref: MCI-8007),High,High,Low,CN(C1=CC=CC(=C1F)C(=O)NC2=C(C=C(C=C2Br)C(C(F)(F)F)(C(F)(F)F)F)C(F)(F)F)C(=O)C3=CC=CC=C3
Florpyrauxifen-benzyl (Ref: XDE-848 BE),High,High,Low,COC1=C(C=CC(=C1F)C2=NC(=C(C(=C2F)N)Cl)C(=O)OCC3=CC=CC=C3)Cl
Mefentrifluconazole (Ref: BAS 750F),High,Moderate,Moderate,CC(CN1C=NC=N1)(C2=C(C=C(C=C2)OC3=CC=C(C=C3)Cl)C(F)(F)F)O
2-(N-(2-Methyl-1-phenylprop-1-en-1-yl)-2-sulfoacetamido)acetic acid,High,Moderate,Low,c1ccccc1C(=C(C)C)N(CC(=O)(O))C(=O)CS(=O)(O)=O
3-ethoxycarbonylpentanedioic acid (Ref: CGA 300405),Low,Low,Low,CCOC(=O)C(CC(=O)O)CC(=O)O.CCOC(=O)C(CC(=O)O)CC(=O)O
Dichlorprop-P-etexyl (Ref: CA2134),High,Moderate,High,CCCCC(CC)COC(=O)C(C)OC1=C(C=C(C=C1)Cl)Cl
Methyl 4-(2-(methoxycarbonylamino)benzothiazoyl)allophanate (Ref: CM-0237),High,Moderate,Low,-
"2,3,5-trichloro-6-methoxypyridine",High,Moderate,Moderate,-
"P,P'-DDT",High,High,High,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
"O,P'-DDT",High,High,High,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
Mefenpyr diethyl (Ref: HOE 107892),Moderate,Moderate,Low,CCOC(=O)C1=NN(C(C1)(C)C(=O)OCC)C2=C(C=C(C=C2)Cl)Cl
Clove oil,Low,Moderate,High,-
"2,3,7,8-tetrahydroiimidazo(2.1-b:1',2'-e)(1,3,5)thiadizine-5-thione",Moderate,Moderate,Low,-
Desamino-metribuzin (Ref: BCS-AA91084),High,Moderate,Moderate,S(C)C(=NN=C1C(C)(C)C)NC1=O
24-epibrassinolide,Moderate,Moderate,Low,CC(C)C(C)C(C(C(C)C1CCC2C1(CCC3C2COC(=O)C4C3(CC(C(C4)O)O)C)C)O)O
N-(4-chlorobiphenyl-2-yl)-2-hydroxynicotinamide (Ref: M510F49),High,Moderate,Low,-
Epsilon-metofluthrin (Ref: S-1264),Moderate,High,High,-
Fluazaindolizine (Ref: DPX-Q8U80),High,Moderate,Moderate,COC1=CC(=C(C=C1)Cl)S(=O)(=O)NC(=O)C2=CN3C=C(C=C(C3=N2)Cl)C(F)(F)F
Isoflucypram (Ref: BCS-CN88460),High,High,Moderate,FC(F)c1nn(C)c(F)c1C(=O)N(Cc1cc(Cl)ccc1C(C)C)C1CC1
2-(4-chloro-2-((cyclopropyl((3-(difluoromethyl)-5-fluoro-1-methyl-1H-pyrazol-4-yl)-carbonyl)amino)-methyl)phenyl}-propanoic acid (Ref: BCS-CY26497),High,Moderate,Low,C1(CN(C(=O)C3C(C(F)F)=NN(C)C=3F)C2CC2)=C(C(C)C(=O)O)C=CC(Cl)=C1
Tetraniliprole,High,Moderate,Moderate,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)CN4N=C(N=N4)C(F)(F)F)C(=O)NC)C#N
Florylpicoxamid (Ref:  X12485659),Moderate,High,Moderate,CC(C(C1=CC=C(C=C1)F)C2=CC=C(C=C2)F)OC(=O)C(C)NC(=O)C3=NC=CC(=C3OC(=O)C)OC
Ipflufenoquin (Ref: NF-180),High,Moderate,Low,CC1=C(C=C2C=CC(=C(C2=N1)F)F)OC3=C(C(=CC=C3)F)C(C)(C)O
Metyltetraprole (Ref: S-2367),High,High,Moderate,CC1=C(C(=CC=C1)N2C(=O)N(N=N2)C)COC3=NN(C=C3)C4=CC=C(C=C4)Cl
Clopyralid-methyl,High,Moderate,Low,-
Clopyralid-dimethylammonium,High,Moderate,Low,-
Clopyralid-potassium,High,Moderate,Low,-
Clopyralid-tripromine,High,Moderate,Low,-
Chlormequat,Moderate,Moderate,High,C[N+](C)(C)CCCl
Dinocap 4,Moderate,High,High,-
Dinocap 6,Moderate,High,High,-
ACC,Moderate,Moderate,Low,C1CC1(C(=O)O)N
