Unnamed: 0,Environmental fate,BCUT2D_LOGPHI,qed,Chi2v,Chi3v,BalabanJ,Chi1v,BCUT2D_LOGPLOW,MolLogP,Chi4v,Chi0v,FpDensityMorgan2,Kappa3,Kappa2,SPS,BCUT2D_CHGHI
Lufenuron (Ref: CGA 184699),High,2.616168562,0.470197193,9.78234911,7.778141095,4.807810709,9.76392105,-2.242473697,2.1218,4.952414779,13.93929088,1.684210526,7.269182492,9.715029932,12.84210526,2.316998825
Malathion (Ref: OMS 1),Not High,1.501766852,0.454693981,1.311834874,0.694982403,3.436467026,2.068931893,-2.144312232,-0.9368,0.357907868,3.971197119,1.375,0.841205377,1.651203466,9.0,1.770509072
Mancozeb,Not High,2.278338961,0.608597252,6.402193499,4.248145145,1.980197153,9.278935143,-2.321340749,3.4104,2.747194312,16.8688164,1.827586207,6.764398405,11.66181287,11.03448276,2.205205102
Maneb (Ref: ENT 14875),Not High,2.209104383,0.813115818,3.028668388,1.723223158,2.719441518,4.079064195,-2.094080186,2.11182,1.140910627,7.836761184,2.307692308,2.951371503,4.14078301,9.692307692,2.020013361
MCPA (Ref: BAS 009H),High,2.213121322,0.788662991,3.692008356,2.164620894,2.404692996,5.079064195,-2.022886279,2.89202,1.406941819,9.250974747,2.266666667,4.210922026,5.60993619,10.0,2.009272259
MCPB (Ref: MB 3046),Not High,2.602708041,0.634224468,9.517879953,7.227048238,4.397208956,10.09550463,-2.344261396,2.632,5.291641867,14.1080127,1.684210526,7.269182492,9.715029932,11.15789474,2.239642446
Mecarbam (Ref: MC 474),Not High,2.221639776,0.841129823,3.444572033,2.023588337,2.817664885,4.538563334,-2.226753512,2.50032,1.212562914,8.707004672,2.214285714,2.635383945,4.330313101,12.21428571,2.128577546
Mecoprop (Ref: RD 4593),High,2.221639776,0.841129823,3.444572033,2.023588337,2.817664885,4.538563334,-2.226753512,2.50032,1.212562914,8.707004672,2.214285714,2.635383945,4.330313101,12.21428571,2.128577546
Mecoprop-P (Ref: BAS 037H),High,2.267867446,0.741650604,5.517668919,4.059867941,1.653026294,7.354896345,-2.306497518,3.3381,2.743533053,12.33892785,1.857142857,3.029606157,5.929209252,10.52380952,2.124421609
Mefenacet (Ref: FOE 1976),Not High,2.295723638,0.90053394,5.888384395,3.529159185,3.231641616,6.900516265,-2.298372001,2.52334,2.114319522,11.7380837,1.6,3.624079495,5.312080972,12.1,2.457405861
Mefluidide (Ref: MBR 12325),Not High,2.121871111,0.795366041,3.584198355,2.137214255,2.289333049,5.382461063,-1.996113846,2.90002,1.467140957,9.858528806,1.882352941,3.053948124,5.129292627,9.294117647,2.000878461
Mepanipyrim (Ref: KUF 6201),Not High,2.114978232,0.358769918,3.443605225,2.026882723,6.4e-07,3.526882723,-2.99600194,-1.7493,1.368249222,7.11664092,1.333333333,3.067370613,3.426296296,24.66666667,2.170672571
Mepiquat chloride (Ref: BAS 083W),Not High,2.193392123,0.909487863,4.963483133,2.853382474,2.138769556,6.697368563,-2.131649072,4.03452,1.945421637,12.012649,1.85,3.604474003,6.239139078,10.4,2.085767554
Mepronil (Ref: B1 2459),Not High,2.405406369,0.14316426,6.068947162,4.017341295,3.334895115,8.625322525,-2.101234812,5.0584,2.641827346,15.26620219,1.884615385,5.944744088,10.27295729,12.11538462,2.286899372
Meptyldinocap (Ref: DE 126),Not High,2.700593211,0.286644235,13.92084603,13.36259947,3.579889745,12.64889957,-1.786588713,6.8132,12.09795592,14.37983643,0.9375,11.95070883,14.54067961,11.25,2.089610916
Merphos,Not High,2.202633846,0.385094281,9.735101285,5.868776728,2.347473268,12.22414589,-2.354941504,-0.16,3.946437454,19.53465941,1.575757576,7.261360544,10.41088033,11.39393939,2.260215835
Mesosulfuron-methyl (Ref: AE F130060),High,2.282772867,0.3476774,7.307408808,4.722235299,2.540495426,8.599410969,-2.351257645,1.1193,3.095467943,12.96041792,1.782608696,3.337637104,5.994358642,16.39130435,2.387228928
Mesotrione (Ref: ZA 1296),Not High,2.296950682,0.235664349,7.260672308,4.615895267,1.794181846,10.08829464,-2.259896484,6.24418,2.988886279,18.11402062,1.611111111,7.763163597,10.81306728,11.97222222,2.312578721
Metaflumizone (Ref: BAS 320l),Not High,2.266387708,0.771791531,4.636302367,3.146496121,3.299966764,6.386552367,-2.459246525,1.84434,2.188969187,12.59671462,1.75,3.359603025,7.050088442,11.85,2.293732833
Metalaxyl (Ref: CGA 48988),Not High,2.266387708,0.771791531,4.636302367,3.146496121,3.299966764,6.386552367,-2.459246525,1.84434,2.188969187,12.59671462,1.75,3.359603025,7.050088442,11.85,2.293732833
Metalaxyl-M (Ref: CGA 329351),High,2.132190676,0.559467359,2.814849317,1.533106552,2.450052922,4.19501916,-2.353385091,1.4504,1.207797401,7.942394239,0.666666667,3.064709213,4.183204775,45.0,2.206166939
Metam-sodium (Ref: N 869),High,2.096863446,0.676005476,3.13700065,2.111961189,2.660282009,4.467433829,-2.319463131,0.32752,1.251597327,8.213990692,1.866666667,1.587999769,3.528549623,10.2,2.079713507
Metamitron (Ref: BAY DRW 1139),Not High,2.250052486,0.806172012,4.650026688,3.198920574,2.399528776,6.566211771,-2.347073396,2.72944,2.251107989,11.76209767,2.0,2.959355472,5.887163014,10.47368421,2.185275727
Metazachlor (Ref: BAS 47900H),High,2.510606083,0.939967014,7.403824116,5.482093918,1.838493961,8.076775925,-2.489759434,3.3415,3.74926773,13.79262681,2.045454545,2.774245821,5.66979219,27.18181818,2.536940106
Metconazole,High,2.270139509,0.80086892,4.087432833,3.200884274,2.401574165,5.347860072,-2.341129414,2.0719,2.18347918,9.33682143,2.2,1.779297072,3.860084479,10.26666667,2.124588429
Methabenzthiazuron (Ref: BAY 74283 ),High,2.484290348,0.584024963,5.337276644,3.500979042,3.605378628,5.146202619,-1.890771492,1.0626,0.670820393,5.960232508,2.285714286,3.115384615,2.721453287,11.85714286,2.089378408
Methamidophos (Ref: ENT 27396),High,2.230363618,0.779870318,3.905975349,2.78063006,2.681256106,5.008514699,-2.245517304,1.436,1.459552144,9.619009708,1.875,1.678749035,3.842384488,10.6875,2.104010833
Methazole (Ref: VCS-438),Not High,2.595832002,0.738229526,9.80413035,7.959329476,2.707509123,9.068985259,-2.123997399,1.5214,4.015932145,12.25040253,2.125,3.541628213,6.132089897,11.6875,2.174361633
Methidathion (Ref: ENT 27193 ),Not High,2.280879375,0.786441299,4.046333888,3.104839306,2.980889962,5.854190281,-2.216438611,2.74354,2.21131359,10.19594199,1.866666667,2.892220426,5.071152041,9.866666667,2.067730762
Methiocarb (Ref: OMS 93),Not High,1.957980227,0.271082459,2.442244612,1.422003244,3.608044381,3.901546581,-2.164544283,1.0388,0.300447864,6.988455048,2.3,4.196814349,5.104793272,10.9,1.941380604
Methomyl (Ref: OMS 1196),High,2.201814832,0.321192631,6.973284229,3.644920778,4.052073193,8.266030793,-2.216570282,5.062,2.082734398,15.43992334,1.863636364,11.55666494,10.60521535,14.63636364,2.152977645
Methoprene (Ref: OMS 1697),Not High,2.456224069,0.708529919,6.889884114,3.880251092,2.414536858,7.434344814,-2.180327116,5.2059,2.91906447,13.91432926,1.047619048,3.969087321,6.780315058,11.52380952,2.347650963
Methoxychlor (Ref: OMS 466),High,2.22208994,0.825973239,7.761532546,4.304533812,2.378552942,8.917508863,-2.555541148,4.20616,2.993720078,17.13606008,1.592592593,4.671425962,7.822843952,11.07407407,2.299745272
Methoxyfenozide (Ref: RH 2485),High,1.450276595,0.393619852,0.0,0.0,1.0,1.963961012,-0.808176595,1.0111,0.0,2.963961012,1.5,0.563333333,1.48,3.0,0.948453986
Metiram (Ref: BAS 222F),Not High,2.137243039,0.828738457,3.53276338,2.184020603,2.604870972,4.769114726,-2.296476065,2.4742,1.082664809,9.537072265,2.0,3.007581682,4.972409086,9.642857143,2.061053942
Metobromuron (Ref: C 3216),Not High,2.276894016,0.750717033,4.905190583,3.403405864,3.277693771,7.052072839,-2.426164048,3.16412,2.449519054,12.82832502,2.157894737,3.706335909,7.510031316,12.26315789,2.240317469
Metolachlor (Ref: CGA 24705),Not High,2.339227511,0.678588119,7.467121031,5.344335557,2.094464056,9.336664618,-2.153929726,2.55752,3.637566984,16.14643006,1.884615385,3.224421835,6.78210191,11.57692308,2.249721678
Metosulam (Ref: XDE 511),High,2.266142559,0.844938733,3.58110513,2.104615063,2.798213756,4.739511151,-2.267408199,2.4421,1.237110249,9.629654403,2.133333333,3.02377238,4.886594936,9.6,2.057574102
Metoxuron (Ref: SAN 6915H),Not High,2.434630329,0.665183049,6.270328689,4.920979559,2.793574439,8.373628266,-2.114092108,4.33134,3.129838763,16.73725327,1.44,3.308204842,7.781393026,10.36,2.275057285
Metrafenone (Ref: BAS 560F),High,2.158274604,0.539860931,4.733856644,2.399484028,3.3970912,5.393867533,-2.373844455,0.3715,1.396741461,9.551984218,1.928571429,1.893893718,3.606045598,11.71428571,2.218252911
Metribuzin (Ref: DPX G2504),High,2.161638089,0.705119819,6.391117094,4.332702943,2.23596491,8.526729089,-2.353550161,0.48562,2.991776359,14.82527648,1.769230769,4.415105486,7.735348595,10.73076923,2.245930732
Metsulfuron-methyl (Ref: DPX T6376),High,2.489072185,0.304623786,3.989094897,2.631324871,4.442864762,5.105357806,-1.987198114,1.4807,1.280219119,9.368480798,1.714285714,4.4113234,5.799349083,12.42857143,2.240776519
Mevinphos (Ref: ENT 22374),High,2.145019389,0.628831533,4.315448199,2.925898674,2.319770503,5.745691096,-2.279545553,2.7355,2.080119781,8.529954226,1.833333333,3.052359621,5.463037105,18.91666667,2.137781601
Molinate (Ref: OMS 1373),Not High,2.130103622,0.768368476,3.053523632,1.907331405,2.604870972,4.354080929,-2.296458692,2.3651,0.94432021,8.707004672,2.0,2.901235761,4.832432009,9.642857143,2.061433498
Monolinuron (Ref: HOE 002747),High,2.127993873,0.738801667,3.267908561,1.753649272,2.646093539,4.210472049,-2.266923807,2.4335,0.89448879,8.298756382,1.846153846,2.951371503,4.14078301,9.461538462,2.018584488
Monuron,High,2.317423128,0.816126584,5.333853215,3.718400132,2.357871703,7.0751576,-2.301869385,3.58328,2.434877757,12.21527654,2.1,3.174155854,6.534414983,13.65,2.323375015
Myclobutanil (Ref: RH 3866),Not High,2.530544751,0.539218187,7.992401547,5.406003794,4.348945649,6.78153155,-2.206171859,3.6512,2.105191769,12.24769308,1.769230769,5.326314787,5.657031447,15.84615385,2.376029743
Naled (Ref: OMS 75),Not High,2.257555956,0.832966127,4.747892061,3.476258741,2.215869637,7.101619052,-2.397361819,3.4755,2.331707739,12.29672589,1.75,2.926558786,6.417232515,12.15,2.197488852
Napropamide (Ref: R 7465),Not High,2.234940169,0.771181705,4.831569498,3.439935178,1.992486095,6.780572562,-2.159958529,3.7903,2.391669627,11.61456314,1.409090909,2.540195906,5.693993779,10.36363636,2.158781671
Naptalam (Ref: ACP 322),High,2.24553889,0.874509182,4.648549416,3.103675269,2.579597123,6.270206376,-2.315515338,4.2572,1.587711868,11.47661988,2.058823529,4.443367631,6.720048013,10.11764706,2.082422437
Neburon,High,2.175908485,0.674868187,6.989288701,4.500635603,2.261428092,9.134696971,-2.364576102,0.101,3.011309524,16.27249007,1.714285714,4.819183997,8.47321898,10.71428571,2.266523754
Nicosulfuron (Ref: DPX V9360),High,2.296645519,0.927639679,4.265234723,2.971565052,2.584858591,5.853472389,-2.223646929,2.9464,1.828301212,10.95721367,2.05,2.622204679,5.162909038,11.45,2.3026471
Norflurazon (Ref: H 52143),High,2.354849057,0.530702461,6.100810244,3.649360929,2.051955217,8.385089184,-2.408185472,5.3837,2.302034231,15.83205425,1.59375,6.683870516,9.563455058,12.78125,2.504715345
Novaluron (Ref: GR 572),High,2.388188329,0.80385026,5.231502768,3.833580643,2.274825247,6.988399046,-2.292583014,3.5533,2.681796643,12.20435164,1.545454545,2.470535862,5.83001423,13.59090909,2.357112783
Nuarimol (Ref: EL 228),High,2.059521494,0.637110873,4.540027638,3.234082041,2.047497076,6.327903297,-2.11052965,3.2703,2.219269338,9.684654764,1.928571429,4.092795761,6.820743806,10.64285714,1.954555963
Octhilinone (Ref: RH 893),High,2.293182807,0.630195646,4.877018536,3.511395327,2.48719598,6.702737533,-2.442890705,2.19074,2.552852839,11.73657331,2.052631579,2.585273718,5.612695959,18.26315789,2.365399881
Ofurace (Ref: AE F057623),High,2.585053135,0.686179492,6.046810729,4.912162241,3.892500637,6.276534866,-2.192325977,0.8665,2.627953496,8.906485601,2.0,4.110429768,5.587327549,11.25,2.223496818
Omethoate (Ref: ENT 25776),High,2.394443542,0.556270161,6.417831737,3.961164662,3.769656534,8.421965986,-2.267075052,1.7768,2.772746661,13.57635333,1.434782609,4.356833327,7.329553505,11.26086957,2.321777757
Oryzalin (Ref: EL 119),Not High,2.325500377,0.80275865,6.376166665,3.327980171,2.555992478,7.156814591,-2.14720749,3.4418,2.161821994,13.82611649,2.045454545,3.291410501,6.072680778,11.27272727,2.237686906
Oxadiargyl (Ref: RP 020630 ),Not High,2.331373365,0.835864883,7.049973306,3.379645144,2.576230938,7.61631373,-2.151803566,4.217,2.266029812,14.61900971,1.863636364,3.470574881,5.97059898,12.0,2.238838198
Oxadiazon (Ref: RP 17623 ),High,2.273159799,0.839960785,4.616481537,3.13614446,2.45504079,6.382589481,-2.490882474,1.65004,2.271283013,11.8807915,2.05,2.599904077,5.917474218,14.35,2.335989855
Oxadixyl (Ref: SAN 371F),High,2.014911926,0.293876134,3.223834751,1.833928649,4.399365653,4.973704715,-2.284507192,0.1071,0.952464324,9.343916934,2.0,4.126667526,6.249699694,10.71428571,2.133809131
Oxamyl (Ref: DPX D1410),High,2.184370204,0.705990716,7.745695022,5.101512321,1.764735831,9.765794147,-2.385430081,1.15944,3.556176919,15.94697698,1.785714286,4.614730536,7.90382526,14.07142857,2.285372832
Oxasulfuron (Ref: CGA 277476 ),Not High,2.209703824,0.876312409,5.918785979,4.338266415,2.285434266,7.086004867,-2.291053063,1.3016,3.038793555,10.65870294,1.944444444,2.533697889,4.814074221,18.05555556,2.314894027
Oxycarboxin (Ref: F 461),High,2.585555525,0.641975229,8.350871184,6.879615289,3.743709895,8.408014918,-2.016149363,1.8891,4.454280281,10.54544403,1.923076923,5.858157683,7.009930182,14.38461538,2.209302585
Oxydemeton-methyl (Ref: ENT 24964),High,2.379631314,0.523882483,4.971875867,3.21019528,2.310390332,7.056870683,-2.041580699,5.458,2.085908667,13.01920199,1.875,4.077771673,6.95871361,11.20833333,2.307165175
Oxyfluorfen (Ref: RH 2915),High,2.299918299,0.942097829,6.520729131,3.638239815,2.255633018,7.021317402,-2.365771566,3.1223,2.303596323,12.74865674,1.9,3.582930744,5.93557648,15.05,2.317892023
Paclobutrazol (Ref: PP 333),Not High,2.144480366,0.587040271,3.504573019,2.290259223,2.39650904,4.665256622,-2.260662369,1.0026,1.386870871,8.513229345,0.928571429,1.791403406,3.579733644,10.14285714,2.003139187
Paraquat (Ref: PP 148),High,2.492324429,0.435980905,6.060100725,4.278519579,2.809298824,7.892145696,-2.015784274,3.2711,3.246981828,11.77845534,1.722222222,4.343346753,6.797884586,11.22222222,2.209254254
Parathion-ethyl (Ref: OMS 19),Not High,2.476709691,0.461463132,5.803598902,4.158852057,2.83268137,6.717078446,-1.965442014,2.4909,1.843139311,10.36424178,1.75,3.244793186,5.358104007,11.125,2.181934133
Parathion-methyl (Ref: OMS 213),Not High,2.100821768,0.659392549,4.093756027,2.968687532,3.705530369,6.159904658,-2.280259718,3.3716,1.789839318,9.822847444,1.923076923,5.967938871,8.419687014,10.07692308,2.09441937
Pebulate (Ref: R 2061),Not High,2.308757764,0.824641989,5.112590498,3.475909023,2.230390674,6.733229112,-2.099682543,4.1688,2.641794182,11.69484958,2.166666667,3.23871366,6.207850076,12.61111111,2.150188711
Penconazole (Ref: CGA 71818),High,2.2581974,0.809306796,6.425261883,4.569540731,1.742786972,8.471205087,-2.406476539,5.3167,3.211926099,13.7983919,1.695652174,4.26035503,7.513007284,14.65217391,2.263931726
Pencycuron (Ref: NTN 19701),Not High,2.391461241,0.632478744,4.733174621,3.506211478,3.539458394,6.524245886,-2.190682315,3.72034,2.092504432,12.09633445,1.7,3.037775533,6.314318349,10.65,2.296835776
Pendimethalin (Ref: AC 92553),High,2.39209708,0.486324408,7.541519487,5.256826089,2.119103129,9.93645155,-2.213656025,2.605,3.905513702,17.0385212,1.875,4.582629044,8.601091585,12.25,2.397017736
Penoxsulam (Ref: XDE 638),High,2.467592777,0.534640124,3.808340345,3.443430735,3.603567451,4.558340345,-1.784857475,4.6592,1.721715367,9.116680691,0.833333333,1.568117859,3.685725526,10.41666667,2.174959161
Pentachlorophenol,High,2.203218894,0.844844953,4.550136636,3.01584303,2.658540869,5.990485202,-2.196257788,4.02312,1.680721516,10.76575635,2.1875,3.527672665,5.900184449,12.25,2.114024915
Pentanochlor (Ref: FMC 4512),High,2.597261669,0.557317751,7.959229214,4.980589118,1.592183546,9.146036538,-2.10257707,6.1133,3.413744051,16.12784172,1.769230769,4.404971319,7.728056373,20.15384615,2.611638957
Permethrin (Ref: OMS 1821),High,2.182545863,0.903915481,4.528412621,2.740852626,1.99105692,6.571603427,-2.16715066,3.78422,1.779447618,12.25179532,1.545454545,4.517814646,7.121658896,9.727272727,2.069316493
Phenmedipham (Ref: SN 38584),Not High,2.594149822,0.490610284,7.73906867,4.935957978,1.592183546,9.012143119,-2.102695016,5.7605,3.36566068,15.86005488,1.730769231,4.157597901,7.36490746,20.15384615,2.608727574
Phenothrin (Ref: OMS 1809),Not High,2.645873185,0.565452212,9.97765421,8.083280319,3.00129928,9.7974479,-2.130089182,3.5413,5.076752657,13.59533209,1.894736842,4.894274768,8.021865822,13.0,2.305585975
Phenthoate (Ref: OMS 1075),Not High,2.610905208,0.37479709,9.972249504,8.145296659,3.8459344,9.678527284,-1.91731716,3.7277,7.657186254,11.66079911,1.692307692,7.228375094,8.568049645,11.92307692,2.173488992
Phorate (Ref: ENT 24042),High,2.609280412,0.682262114,10.664973,8.132214476,2.252666125,10.92016407,-2.121469084,4.2361,6.145538479,14.85860186,2.047619048,4.120888168,7.309247843,12.14285714,2.204348801
Phosalone (Ref: ENT 27163),Not High,2.595089707,0.614194703,10.14790808,8.287302292,2.150239397,9.563342366,-2.286937847,2.4906,4.343456896,12.88784514,1.631578947,2.753255963,5.726558861,14.94736842,2.356906678
Phosmet (Ref: OMS 232),Not High,2.496641655,0.410708133,5.436522768,4.063162881,5.018060281,7.252857703,-2.305784456,2.7426,2.093808162,12.87820282,1.666666667,4.61118796,7.790945729,13.0,2.271741866
Aluminium phosphide,Not High,2.495068783,0.439120925,6.197900179,4.222624859,2.880950754,8.31837056,-2.009096962,3.22838,2.940526622,12.48652263,1.842105263,5.092737357,8.028106509,11.94736842,2.207908827
Phoxim (Ref: OMS 1170),Not High,2.335445993,0.739876893,3.211954345,2.409943878,3.497381361,4.114459802,-2.044390722,2.3222,1.262074966,8.281706008,1.846153846,1.796331116,3.57352875,10.07692308,2.179210241
Picloram (Ref: X 159868),High,2.319527953,0.630200014,5.449734931,3.44205355,1.753675929,7.702266323,-2.133722803,5.2841,2.183141263,13.62642103,1.666666667,4.812098962,7.445832578,11.11111111,2.302195071
Picolinafen (Ref: BAS 700H),Not High,2.287723981,0.441116613,5.063456309,3.338077844,2.264031272,7.431002447,-2.101079903,3.8397,2.16307176,14.04000911,1.846153846,4.747627336,8.372127316,11.80769231,2.322245219
Picoxystrobin (Ref: ZA 1963),Not High,2.359071827,0.733877144,8.648756857,5.342449845,2.326048682,10.44953686,-2.27422684,3.73172,3.796623778,18.42476158,1.586206897,4.03570706,8.186067734,14.4137931,2.315644385
Pinoxaden (Ref: NOA 407855),Not High,2.350677184,0.513060444,5.855063875,3.857961601,1.63217421,8.993670249,-2.098375207,3.7177,2.530945303,14.97411658,1.416666667,6.303276605,11.28851024,12.75,2.164059031
Piperonyl butoxide (Ref: ENT 14250),Not High,2.203107552,0.77499307,4.195993533,2.281886817,3.097337777,5.242867604,-2.262710304,1.21984,1.061641278,11.10535096,1.705882353,3.054679211,4.987242483,10.0,2.145249696
Pirimicarb (Ref: OMS 1330),Not High,2.489142248,0.642595091,7.128943296,5.060533905,3.040411649,9.724076674,-2.241345325,3.30752,3.736509496,15.03854871,1.666666667,5.507436452,8.634226917,11.47619048,2.225623193
Pirimiphos-ethyl (Ref: PP211),Not High,2.473182766,0.717372195,6.872441473,4.940866383,3.060719727,8.549009424,-2.241028286,2.52732,2.332666979,13.62433515,1.789473684,4.384075541,7.144520145,11.42105263,2.201927524
Pirimiphos-methyl (Ref: OMS 1424),Not High,2.269630741,0.512485581,5.190614622,3.686560059,3.04059293,8.272696953,-2.361097659,3.8098,2.541664111,14.07940187,1.761904762,5.00909879,9.800132642,10.66666667,2.194927562
