Unnamed: 0,Environmental fate,VSA_EState5,MaxPartialCharge,MolLogP,BCUT2D_LOGPHI,MinAbsPartialCharge,BCUT2D_LOGPLOW,BCUT2D_MRHI,qed,SPS,FpDensityMorgan1,BCUT2D_MWLOW,BCUT2D_CHGHI,MinAbsEStateIndex,Kappa3,MaxAbsEStateIndex
Mecoprop (Ref: RD 4593),High,-0.441064815,0.344093957,2.50032,2.221639776,0.344093957,-2.226753512,6.302089454,0.841129823,12.21428571,1.571428571,10.19806509,2.128577546,0.545648148,2.635383945,10.53081552
Mecoprop-P (Ref: BAS 037H),High,-0.110688776,0.274312296,3.3381,2.267867446,0.274312296,-2.306497518,7.197531048,0.741650604,10.52380952,1.142857143,10.27581445,2.124421609,0.022602986,3.029606157,12.10975876
Mefenacet (Ref: FOE 1976),Not High,-0.415202231,0.515990536,2.52334,2.295723638,0.326012501,-2.298372001,7.930828622,0.90053394,12.1,1.1,10.0898992,2.457405861,0.238865268,3.624079495,12.32052183
Mefluidide (Ref: MBR 12325),Not High,6.345377929,0.228104729,2.90002,2.121871111,0.228104729,-1.996113846,5.530166134,0.795366041,9.294117647,1.117647059,10.29319825,2.000878461,0.577731481,3.053948124,4.322769274
Mepanipyrim (Ref: KUF 6201),Not High,0.0,0.078203355,-1.7493,2.114978232,0.078203355,-2.99600194,4.471587093,0.358769918,24.66666667,0.888888889,10.11676648,2.170672571,0.0,3.067370613,2.318611111
Mepiquat chloride (Ref: BAS 083W),Not High,0.645722737,0.255429537,4.03452,2.193392123,0.255429537,-2.131649072,6.048158863,0.909487863,10.4,1.1,10.09000008,2.085767554,0.106669501,3.604474003,12.21648636
Mepronil (Ref: B1 2459),Not High,-1.199592763,0.335567052,5.0584,2.405406369,0.335567052,-2.101234812,5.849280992,0.14316426,12.11538462,1.192307692,9.926521521,2.286899372,0.216026366,5.944744088,11.81462161
Meptyldinocap (Ref: DE 126),Not High,4.126350309,0.072869091,6.8132,2.700593211,0.072869091,-1.786588713,9.119416153,0.286644235,11.25,0.625,10.38700744,2.089610916,0.154521605,11.95070883,2.288965787
Merphos,Not High,-1.226305661,0.338754153,-0.16,2.202633846,0.338754153,-2.354941504,7.898269966,0.385094281,11.39393939,0.96969697,10.12919731,2.260215835,0.040798404,7.261360544,12.86503445
Mesosulfuron-methyl (Ref: AE F130060),High,-3.612537242,0.281021223,1.1193,2.282772867,0.281021223,-2.351257645,7.903107309,0.3476774,16.39130435,1.217391304,9.811710381,2.387228928,0.066832457,3.337637104,12.41125614
Mesotrione (Ref: ZA 1296),Not High,-0.485436777,0.572596317,6.24418,2.296950682,0.405797347,-2.259896484,6.02607382,0.235664349,11.97222222,0.944444444,9.994278974,2.312578721,0.024580538,7.763163597,13.19578811
Metaflumizone (Ref: BAS 320l),Not High,-0.736198035,0.328177942,1.84434,2.266387708,0.328177942,-2.459246525,6.007366947,0.771791531,11.85,1.2,10.05896321,2.293732833,0.088185941,3.359603025,12.30310941
Metalaxyl (Ref: CGA 48988),Not High,-0.736198035,0.328177942,1.84434,2.266387708,0.328177942,-2.459246525,6.007366947,0.771791531,11.85,1.2,10.05896321,2.293732833,0.088185941,3.359603025,12.30310941
Metalaxyl-M (Ref: CGA 329351),High,0.0,0.160590832,1.4504,2.132190676,0.160590832,-2.353385091,4.447600771,0.559467359,45.0,0.5,10.57711053,2.206166939,0.289351852,3.064709213,5.3075
Metam-sodium (Ref: N 869),High,5.910272581,0.298251557,0.32752,2.096863446,0.298251557,-2.319463131,5.564904001,0.676005476,10.2,1.2,10.15509192,2.079713507,0.267314815,1.587999769,11.72546674
Metamitron (Ref: BAY DRW 1139),Not High,-0.176615331,0.242968078,2.72944,2.250052486,0.242968078,-2.347073396,6.289667827,0.806172012,10.47368421,1.315789474,10.08512968,2.185275727,0.046584467,2.959355472,12.09598356
Metazachlor (Ref: BAS 47900H),High,0.201736584,0.137254612,3.3415,2.510606083,0.137254612,-2.489759434,6.300824324,0.939967014,27.18181818,1.318181818,9.723639793,2.536940106,0.142815391,2.774245821,11.45183955
Metconazole,High,0.0,0.322664215,2.0719,2.270139509,0.322664215,-2.341129414,7.219085821,0.80086892,10.26666667,1.466666667,10.3351231,2.124588429,0.158281368,1.779297072,11.37051682
Methabenzthiazuron (Ref: BAY 74283 ),High,0.0,0.322849071,1.0626,2.484290348,0.313434947,-1.890771492,8.551113502,0.584024963,11.85714286,1.857142857,11.77142134,2.089378408,1.038194444,3.115384615,10.46990741
Methamidophos (Ref: ENT 27396),High,-0.739747732,0.442294841,1.436,2.230363618,0.311593405,-2.245517304,6.41598566,0.779870318,10.6875,1.1875,10.3028978,2.104010833,0.275526581,1.678749035,11.54233749
Methazole (Ref: VCS-438),Not High,0.28933642,0.328602973,1.5214,2.595832002,0.328602973,-2.123997399,8.67059687,0.738229526,11.6875,1.5,11.22303462,2.174361633,0.196198035,3.541628213,11.41480411
Methidathion (Ref: ENT 27193 ),Not High,0.585324074,0.411838665,2.74354,2.280879375,0.410343603,-2.216438611,7.983063265,0.786441299,9.866666667,1.333333333,10.13596057,2.067730762,0.439165249,2.892220426,11.01973458
Methiocarb (Ref: OMS 93),Not High,0.0,0.432613434,1.0388,1.957980227,0.322657803,-2.164544283,8.127968139,0.271082459,10.9,1.7,10.89155433,1.941380604,0.547777778,4.196814349,10.38250378
Methomyl (Ref: OMS 1196),High,0.366960348,0.330764713,5.062,2.201814832,0.330764713,-2.216570282,5.828593867,0.321192631,14.63636364,1.227272727,9.945747473,2.152977645,0.022161367,11.55666494,11.48035982
Methoprene (Ref: OMS 1697),Not High,1.145748862,0.200859059,5.2059,2.456224069,0.200859059,-2.180327116,6.678268861,0.708529919,11.52380952,0.714285714,9.921959383,2.347650963,0.37563681,3.969087321,6.183928764
Methoxychlor (Ref: OMS 466),High,0.035040132,0.272300769,4.20616,2.22208994,0.272300769,-2.555541148,6.001596999,0.825973239,11.07407407,1.0,10.02928098,2.299745272,0.247037798,4.671425962,13.15732725
Methoxyfenozide (Ref: RH 2485),High,1.8125,-0.008478783,1.0111,1.450276595,0.008478783,-0.808176595,9.084929737,0.393619852,3.0,1.5,11.99627414,0.948453986,1.8125,0.563333333,2.9375
Metiram (Ref: BAS 222F),Not High,0.0,0.344981515,2.4742,2.137243039,0.306064084,-2.296476065,9.102993327,0.828738457,9.642857143,1.428571429,10.30665222,2.061053942,0.310349584,3.007581682,11.30649979
Metobromuron (Ref: C 3216),Not High,-0.110041257,0.241751517,3.16412,2.276894016,0.241751517,-2.426164048,6.291300098,0.750717033,12.26315789,1.473684211,10.02985595,2.240317469,0.022278912,3.706335909,12.18751134
Metolachlor (Ref: CGA 24705),Not High,0.387834889,0.299075321,2.55752,2.339227511,0.299075321,-2.153929726,7.921305559,0.678588119,11.57692308,1.153846154,10.20089386,2.249721678,0.011100823,3.224421835,12.67448484
Metosulam (Ref: XDE 511),High,0.582887692,0.320817476,2.4421,2.266142559,0.320817476,-2.267408199,6.319403378,0.844938733,9.6,1.466666667,10.27536051,2.057574102,0.197931941,3.02377238,11.31847561
Metoxuron (Ref: SAN 6915H),Not High,1.523671724,0.203566665,4.33134,2.434630329,0.203566665,-2.114092108,9.103228393,0.665183049,10.36,0.84,9.934485934,2.275057285,0.20282124,3.308204842,13.3902055
Metrafenone (Ref: BAS 560F),High,5.571435185,0.294653583,0.3715,2.158274604,0.294653583,-2.373844455,7.979969784,0.539860931,11.71428571,1.357142857,9.926515385,2.218252911,0.280694444,1.893893718,11.71724537
Metribuzin (Ref: DPX G2504),High,-0.806890289,0.338753789,0.48562,2.161638089,0.338753789,-2.353550161,7.897693715,0.705119819,10.73076923,1.076923077,10.20628691,2.245930732,0.04935739,4.415105486,12.40647896
Metsulfuron-methyl (Ref: DPX T6376),High,-0.523019022,0.528695363,1.4807,2.489072185,0.465762125,-1.987198114,7.481048075,0.304623786,12.42857143,1.214285714,10.48138095,2.240776519,0.086929012,4.4113234,11.37131283
Mevinphos (Ref: ENT 22374),High,0.898148148,0.281117362,2.7355,2.145019389,0.281117362,-2.279545553,8.13000895,0.628831533,18.91666667,1.25,10.2098642,2.137781601,0.277222222,3.052359621,11.43976852
Molinate (Ref: OMS 1373),Not High,0.0,0.344981518,2.3651,2.130103622,0.306063654,-2.296458692,6.301822641,0.768368476,9.642857143,1.428571429,10.3035013,2.061433498,0.338127362,2.901235761,11.28523243
Monolinuron (Ref: HOE 002747),High,0.0,0.32081665,2.4335,2.127993873,0.32081665,-2.266923807,6.301826267,0.738801667,9.461538462,1.307692308,10.30257627,2.018584488,0.150627362,2.951371503,11.17898243
Monuron,High,0.0,0.137253803,3.58328,2.317423128,0.137253803,-2.301869385,6.300922215,0.816126584,13.65,1.35,9.773031524,2.323375015,0.505091648,3.174155854,9.780216837
Myclobutanil (Ref: RH 3866),Not High,0.0,0.47497592,3.6512,2.530544751,0.290207889,-2.206171859,9.128849498,0.539218187,15.84615385,1.384615385,10.85629837,2.376029743,0.936049383,5.326314787,11.37299383
Naled (Ref: OMS 75),Not High,0.790778061,0.262824733,3.4755,2.257555956,0.262824733,-2.397361819,5.886442295,0.832966127,12.15,1.1,10.10828618,2.197488852,0.030494615,2.926558786,12.24666745
Napropamide (Ref: R 7465),Not High,-1.557386306,0.336000242,3.7903,2.234940169,0.336000242,-2.159958529,6.128759558,0.771181705,10.36363636,0.772727273,10.05754552,2.158781671,0.013669743,2.540195906,12.4085993
Naptalam (Ref: ACP 322),High,0.0,0.321078032,4.2572,2.24553889,0.321078032,-2.315515338,6.417291504,0.874509182,10.11764706,1.352941176,10.28694291,2.082422437,0.141815634,4.443367631,11.7532672
Neburon,High,-0.660686043,0.335067076,0.101,2.175908485,0.335067076,-2.364576102,7.896495801,0.674868187,10.71428571,1.107142857,10.24336243,2.266523754,0.091295477,4.819183997,12.53151361
Nicosulfuron (Ref: DPX V9360),High,0.0,0.415986888,2.9464,2.296645519,0.385445386,-2.223646929,6.324666626,0.927639679,11.45,1.35,10.16842552,2.3026471,0.005205499,2.622204679,12.63828327
Norflurazon (Ref: H 52143),High,-4.925105155,0.524855299,5.3837,2.354849057,0.426935052,-2.408185472,6.319938818,0.530702461,12.78125,1.0,10.1604438,2.504715345,0.270081596,6.683870516,13.53544197
Novaluron (Ref: GR 572),High,-0.380027505,0.144475576,3.5533,2.388188329,0.144475576,-2.292583014,6.311055269,0.80385026,13.59090909,0.909090909,9.813976279,2.357112783,0.380027505,2.470535862,13.22664397
Nuarimol (Ref: EL 228),High,0.0,0.260065881,3.2703,2.059521494,0.260065881,-2.11052965,7.036724577,0.637110873,10.64285714,1.214285714,10.1225299,1.954555963,0.1560724,4.092795761,11.15879484
Octhilinone (Ref: RH 893),High,-0.790355568,0.328881567,2.19074,2.293182807,0.328881567,-2.442890705,6.295386738,0.630195646,18.26315789,1.421052632,10.04926286,2.365399881,0.155204082,2.585273718,12.13565193
Ofurace (Ref: AE F057623),High,-0.148649691,0.38857477,0.8665,2.585053135,0.358445723,-2.192325977,8.548983784,0.686179492,11.25,1.5,10.71764556,2.223496818,0.064938272,4.110429768,11.30958711
Omethoate (Ref: ENT 25776),High,0.0,0.300525467,1.7768,2.394443542,0.300525467,-2.267075052,7.887740941,0.556270161,11.26086957,1.043478261,10.15755565,2.321777757,0.198055556,4.356833327,11.43407014
Oryzalin (Ref: EL 119),Not High,2.306380249,0.441526839,3.4418,2.325500377,0.441526839,-2.14720749,6.361957609,0.80275865,11.27272727,1.363636364,9.971876211,2.237686906,0.043400573,3.291410501,12.01863245
Oxadiargyl (Ref: RP 020630 ),Not High,0.155337354,0.441526839,4.217,2.331373365,0.441526839,-2.151803566,6.361961118,0.835864883,12.0,1.227272727,9.971876421,2.238838198,0.064173622,3.470574881,12.05913785
Oxadiazon (Ref: RP 17623 ),High,-0.302083333,0.428878414,1.65004,2.273159799,0.428878414,-2.490882474,5.973656003,0.839960785,14.35,1.4,10.09161241,2.335989855,0.099648526,2.599904077,12.33217971
Oxadixyl (Ref: SAN 371F),High,-0.304256425,0.432627432,0.1071,2.014911926,0.342862058,-2.284507192,8.146658295,0.293876134,10.71428571,1.428571429,10.59472369,2.133809131,0.123703704,4.126667526,11.33750803
Oxamyl (Ref: DPX D1410),High,-0.851663218,0.339476345,1.15944,2.184370204,0.339476345,-2.385430081,7.897697333,0.705990716,14.07142857,1.142857143,10.1945023,2.285372832,0.039001604,4.614730536,12.61603348
Oxasulfuron (Ref: CGA 277476 ),Not High,-0.671204963,0.270180321,1.3016,2.209703824,0.270180321,-2.291053063,7.958636343,0.876312409,18.05555556,1.277777778,10.28873329,2.314894027,0.093535368,2.533697889,11.9653973
Oxycarboxin (Ref: F 461),High,1.682650227,0.388104652,1.8891,2.585555525,0.304105924,-2.016149363,8.547291465,0.641975229,14.38461538,1.384615385,10.94827728,2.209302585,0.525671296,5.858157683,11.44007669
Oxydemeton-methyl (Ref: ENT 24964),High,0.120102776,0.415966453,5.458,2.379631314,0.415966453,-2.041580699,6.316819162,0.523882483,11.20833333,1.166666667,10.17978265,2.307165175,0.011079512,4.077771673,12.60443872
Oxyfluorfen (Ref: RH 2915),High,0.0,0.137266886,3.1223,2.299918299,0.137266886,-2.365771566,6.300817745,0.942097829,15.05,1.25,9.824280368,2.317892023,0.154004157,3.582930744,10.61850622
Paclobutrazol (Ref: PP 333),Not High,0.0,0.168629983,1.0026,2.144480366,0.168629983,-2.260662369,5.603974808,0.587040271,10.14285714,0.642857143,10.10393243,2.003139187,1.253425926,1.791403406,2.12037037
Paraquat (Ref: PP 148),High,0.394290123,0.380044537,3.2711,2.492324429,0.380044537,-2.015784274,8.072965343,0.435980905,11.22222222,1.222222222,10.29501505,2.209254254,0.010674551,4.343346753,10.50417415
Parathion-ethyl (Ref: OMS 19),Not High,0.372808642,0.379519486,2.4909,2.476709691,0.379519486,-1.965442014,8.072796075,0.461463132,11.125,1.25,10.29501536,2.181934133,0.018069098,3.244793186,10.41152952
Parathion-methyl (Ref: OMS 213),Not High,0.945891204,0.281117476,3.3716,2.100821768,0.281117476,-2.280259718,8.130212215,0.659392549,10.07692308,1.230769231,10.30911629,2.09441937,0.247962963,5.967938871,11.52792045
Pebulate (Ref: R 2061),Not High,0.334691358,0.137252921,4.1688,2.308757764,0.137252921,-2.099682543,6.346318677,0.824641989,12.61111111,1.333333333,9.942254971,2.150188711,0.334691358,3.23871366,6.270425328
Penconazole (Ref: CGA 71818),High,0.0,0.321894801,5.3167,2.2581974,0.317227991,-2.406476539,6.300873837,0.809306796,14.65217391,1.043478261,10.13427317,2.263931726,0.029583333,4.26035503,12.75970441
Pencycuron (Ref: NTN 19701),Not High,0.0,0.302091498,3.72034,2.391461241,0.302091498,-2.190682315,5.774958886,0.632478744,10.65,1.15,10.03161892,2.296835776,0.010925926,3.037775533,11.2707398
Pendimethalin (Ref: AC 92553),High,-1.527778269,0.41738209,2.605,2.39209708,0.41738209,-2.213656025,7.924654557,0.486324408,12.25,1.15625,10.17739337,2.397017736,0.055921656,4.582629044,13.48857776
Penoxsulam (Ref: XDE 638),High,-0.363209877,0.155457823,4.6592,2.467592777,0.155457823,-1.784857475,6.552083476,0.534640124,10.41666667,0.583333333,10.31470977,2.174959161,0.00904321,1.568117859,9.200987654
Pentachlorophenol,High,0.10356324,0.226703868,4.02312,2.203218894,0.226703868,-2.196257788,6.312249372,0.844844953,12.25,1.5,10.05521712,2.114024915,0.046369048,3.527672665,11.74439768
Pentanochlor (Ref: FMC 4512),High,1.0063919,0.309957644,6.1133,2.597261669,0.309957644,-2.10257707,6.554393494,0.557317751,20.15384615,1.076923077,10.097747,2.611638957,0.007174339,4.404971319,12.39322394
Permethrin (Ref: OMS 1821),High,0.304681595,0.416588501,3.78422,2.182545863,0.416588501,-2.16715066,5.871935446,0.903915481,9.727272727,0.909090909,10.20328497,2.069316493,0.304681595,4.517814646,11.83746536
Phenmedipham (Ref: SN 38584),Not High,1.616331591,0.309956114,5.7605,2.594149822,0.309956114,-2.102695016,5.779189098,0.490610284,20.15384615,1.038461538,10.08341209,2.608727574,0.021208383,4.157597901,12.47939174
Phenothrin (Ref: OMS 1809),Not High,-0.331458333,0.323646115,3.5413,2.645873185,0.323646115,-2.130089182,8.676723311,0.565452212,13.0,1.315789474,10.14291435,2.305585975,0.32496449,4.894274768,12.07056689
Phenthoate (Ref: OMS 1075),Not High,1.111689815,0.247627808,3.7277,2.610905208,0.247627808,-1.91731716,8.690478005,0.37479709,11.92307692,1.153846154,10.90606372,2.173488992,0.639949846,7.228375094,5.469778912
Phorate (Ref: ENT 24042),High,-0.139448224,0.42022484,4.2361,2.609280412,0.407627372,-2.121469084,8.670713001,0.682262114,12.14285714,1.380952381,10.3093456,2.204348801,0.310261401,4.120888168,11.91913911
Phosalone (Ref: ENT 27163),Not High,-0.477411502,0.261816708,2.4906,2.595089707,0.261816708,-2.286937847,8.674222019,0.614194703,14.94736842,1.157894737,10.11920502,2.356906678,0.130262346,2.753255963,12.08915596
Phosmet (Ref: OMS 232),Not High,-0.390256677,0.52874525,2.7426,2.496641655,0.407058979,-2.305784456,7.481147665,0.410708133,13.0,1.222222222,10.36556753,2.271741866,0.000555556,4.61118796,11.89404541
Aluminium phosphide,Not High,0.0,0.401671694,3.22838,2.495068783,0.312412422,-2.009096962,8.071125156,0.439120925,11.94736842,1.263157895,10.1384495,2.207908827,0.133547336,5.092737357,9.07201011
Phoxim (Ref: OMS 1170),Not High,-1.309938272,0.355698127,2.3222,2.335445993,0.355698127,-2.044390722,6.455033378,0.739876893,10.07692308,1.307692308,10.29590831,2.179210241,0.044753086,1.796331116,10.5332779
Picloram (Ref: X 159868),High,-1.117400654,0.416045085,5.2841,2.319527953,0.416045085,-2.133722803,6.024081532,0.630200014,11.11111111,0.962962963,10.18367181,2.302195071,0.010369465,4.812098962,12.89710471
Picolinafen (Ref: BAS 700H),Not High,-0.790313878,0.432982563,3.8397,2.287723981,0.432982563,-2.101079903,6.160667922,0.441116613,11.80769231,1.115384615,10.0093019,2.322245219,0.09470994,4.747627336,12.72287732
Picoxystrobin (Ref: ZA 1963),Not High,-0.012312978,0.317458572,3.73172,2.359071827,0.317458572,-2.27422684,5.819178759,0.733877144,14.4137931,1.034482759,9.907379735,2.315644385,0.124571995,4.03570706,13.53531841
Pinoxaden (Ref: NOA 407855),Not High,1.655127229,0.230800643,3.7177,2.350677184,0.230800643,-2.098375207,5.482388015,0.513060444,12.75,0.791666667,10.02587189,2.164059031,0.30493638,6.303276605,5.749396253
Piperonyl butoxide (Ref: ENT 14250),Not High,0.828292706,0.415554336,1.21984,2.203107552,0.390651204,-2.262710304,5.696035288,0.77499307,10.0,1.117647059,10.24817616,2.145249696,0.305462963,3.054679211,11.48659392
Pirimicarb (Ref: OMS 1330),Not High,1.02701877,0.381305011,3.30752,2.489142248,0.381305011,-2.241345325,8.072944994,0.642595091,11.47619048,1.095238095,10.41652222,2.225623193,0.397808642,5.507436452,5.747150416
Pirimiphos-ethyl (Ref: PP211),Not High,0.995545792,0.380779969,2.52732,2.473182766,0.380779969,-2.241028286,8.072775711,0.717372195,11.42105263,1.210526316,10.41652252,2.201927524,0.37632716,4.384075541,5.564650416
Pirimiphos-methyl (Ref: OMS 1424),Not High,-0.067604403,0.241500513,3.8098,2.269630741,0.241500513,-2.361097659,6.290524385,0.512485581,10.66666667,1.142857143,10.01505196,2.194927562,0.004979529,5.00909879,12.25089435
Pretilachlor (Ref: CGA 26423),Not High,-4.455152988,0.388171329,1.888,2.213875642,0.388171329,-2.352612058,7.897692359,0.50681033,11.26666667,1.0,10.20863513,2.244503346,0.473465813,6.159138128,12.32359785
Primisulfuron,High,0.365057057,0.329018276,4.6024,2.35202781,0.329018276,-2.373377291,6.397045528,0.739828015,10.60869565,1.260869565,10.31603418,2.152373611,0.15162037,4.768247848,12.34056159
Prochloraz (Ref: BTS 40542),High,-0.317901235,0.24032936,3.2829,2.690404085,0.24032936,-2.350423883,6.35862725,0.74203098,33.88888889,1.0,9.997724965,2.772840523,0.158950617,1.263223178,12.32632039
Procymidone (Ref: S 7131),High,1.088949436,0.439677552,5.7691,2.604256039,0.415379542,-1.962309228,9.103014388,0.568437115,11.55555556,1.444444444,10.33693087,2.2689462,0.335455483,5.137966059,12.426793
Prohexadione-calcium (Ref: BAS 125W),Not High,1.02313681,0.411838658,2.83662,2.222360071,0.410344636,-2.216580529,5.695830614,0.809393513,10.2,1.333333333,10.00859755,2.056723948,0.427720144,3.273629291,11.04032974
Promecarb (Ref: SN 34615),Not High,1.037037037,0.322270413,1.5208,2.115403246,0.322270413,-2.171382893,5.362538047,0.791284287,10.6875,0.875,10.39361127,2.07591565,0.262968632,3.878439854,5.016430461
Prometon (Ref: G 31435),High,1.24537037,0.228190341,2.2341,2.140177791,0.228190341,-2.170924103,7.979904033,0.770835866,10.9375,0.875,10.39418211,2.068426824,0.309264928,4.219731368,4.303888889
Prometryn (Ref: C 34161),High,-0.041253464,0.241642076,2.6668,2.162084617,0.241642076,-2.372928287,6.289904521,0.704408008,10.28571429,1.357142857,10.20865005,2.165163539,0.020907029,2.484576968,11.54787415
