Unnamed: 0,Environmental fate,VSA_EState10,MolLogP,Kappa2,Chi3n,fr_NH0,HallKierAlpha,SMR_VSA10,TPSA,fr_amide,fr_NH2,SMR_VSA7,SlogP_VSA11,Chi4v,FpDensityMorgan2,SlogP_VSA10
Amicarbazone (Ref: BAY MKH 3586),High,50.31024691,5.2243,4.056444663,3.875674291,0,2.02,92.80751912,9.23,0,0,10.0645727,0.0,7.18273815,1.111111111,0.0
Lactofen (Ref: PPG 844),Not High,5.588226428,3.977,7.444914695,2.954585742,3,-2.1,28.66309871,89.52,0,0,37.92482217,0.0,2.281578875,1.608695652,30.23340397
Flumiclorac-pentyl (Ref: S 23031),High,0.0,2.5329,7.35665216,3.168016192,3,-2.23,26.89941196,123.66,0,0,32.36137067,0.0,2.922175907,1.391304348,17.06215882
Pentoxazone (Ref: KPP-314),Not High,0.0,-0.1411,2.596867015,0.850302757,0,0.11,7.595762327,83.55,0,1,0.0,0.0,0.713504746,2.125,0.0
Butafenacil (Ref: CGA 276854),Not High,5.251027232,3.1003,7.35874037,1.947298988,0,-0.26,29.32503236,44.76,0,0,24.26546827,5.749511833,3.829769207,1.666666667,0.0
Pyraclonil (Ref: NAI-1886),Not High,79.99490741,6.223,3.349143549,6.47759069,0,3.48,139.2112787,0.0,0,0,0.0,0.0,16.02653965,0.363636364,0.0
Benzofenap (Ref: MY 71),Not High,1.506623205,1.4571,5.640096231,1.467249233,3,-1.04,23.65856351,62.73,0,0,0.0,0.0,1.277640943,1.5,11.89667856
Benzobicyclon (Ref: SB 500),Not High,0.0,4.102,4.325414892,1.793327308,2,-1.96,11.37477255,24.72,0,0,60.66367068,0.0,1.104791596,0.857142857,11.37477255
Thenylchlor (Ref: NSK 850),Not High,5.564969136,1.9222,2.052669548,0.848673776,0,-0.69,17.28832616,26.02,0,1,29.28810159,0.0,0.70532046,2.125,5.687386275
Naproanilide,Not High,0.0,1.5196,2.101967961,1.411230926,0,-0.33,5.783244946,17.07,0,0,0.0,0.0,0.946114263,1.571428571,0.0
Fentrazamide (Ref: BAY YRC 2388),High,0.0,-1.029,2.92,0.1,0,-0.08,0.0,40.46,0,0,0.0,0.0,0.0,1.25,0.0
Anilofos (Ref: HOE 30374),Not High,0.0,2.8398,2.143052886,1.658689248,0,-1.3,10.77244843,0.0,0,0,48.53093655,0.0,1.132905825,0.8,0.0
Piperophos (Ref: C 19 490),Not High,0.0,3.2153,9.041866652,2.492997509,1,-0.53,5.907179729,20.31,1,0,0.0,0.0,1.456939304,1.428571429,0.0
Esprocarb (Ref: C 14526),High,0.0,2.8216,7.575596621,1.744195557,0,-0.53,5.969305288,37.3,0,0,0.0,0.0,1.056555811,1.636363636,0.0
Flupropanate-sodium (Ref: Orga 3045),High,0.0,2.4669,3.499332613,2.221612094,0,-1.83,16.74175372,37.3,0,0,48.02802097,0.0,1.609564251,1.785714286,0.0
Diflufenzopyr (Ref: HSDB 7010),Not High,0.0,2.3032,4.002881594,2.083241182,0,-2.03,16.74175372,46.53,0,0,42.46456948,5.749511833,1.402261567,1.866666667,0.0
Indanofan (Ref: MK 243),Not High,0.0,0.0909,0.8748583,0.0,0,-0.53,5.969305288,37.3,0,0,0.0,0.0,0.0,2.0,0.0
Cyphenothrin (Ref: S 2703),Not High,3.640612293,3.6021,8.733290352,2.704593628,0,-0.62,22.96225638,44.76,0,0,29.82891977,5.749511833,2.321373124,1.857142857,0.0
Fenobucarb (Ref: BAY 41367C),Not High,0.0,3.4302,3.764211048,1.836253271,0,-1.76,11.37477255,12.03,0,0,60.66367068,0.0,1.209639038,0.923076923,11.37477255
XMC (Ref: H 69),Not High,0.0,3.0592,3.31491082,1.988843641,0,-1.76,0.0,20.23,0,0,54.59730362,5.749511833,1.335460669,1.307692308,0.0
EPN (Ref: OMS 219),Not High,0.0,0.52988,1.49,0.0,1,-0.51,0.0,23.79,0,0,0.0,0.0,0.0,2.0,0.0
Cycloprothrin (Ref: OMS 3049),High,19.30555556,2.5529,1.741848257,0.0,0,1.16,46.40375956,0.0,0,0,0.0,0.0,0.0,0.8,0.0
Benquinox (Ref: BAY 15080),Not High,0.0,2.3218,2.223844673,1.817563683,0,-0.59,5.783244946,17.07,0,0,11.64912464,0.0,1.665893013,2.0,0.0
Dichlormid,High,0.0,1.9404,2.234974333,1.611419382,1,-1.57,10.90292493,33.12,0,0,36.52867891,5.749511833,1.088109167,1.909090909,0.0
Diethyltoluamide,Not High,10.90332817,6.2446,9.549627262,3.602166777,0,-2.87,40.8275603,67.43,3,0,57.32584892,5.749511833,2.707873008,1.545454545,49.99565889
"1,2-dichloropropane (Ref: ENT 15406 )",High,1.376435185,1.5896,1.95199328,1.385372027,0,-1.09,21.61863074,32.86,0,0,34.61927235,0.0,1.629448013,2.1,0.0
Allidochlor (Ref: CP 6343),High,5.728869477,4.7451,7.527031202,3.369160331,1,-2.29,17.50811962,41.99,1,0,63.9355947,0.0,2.384017095,1.730769231,26.34249029
Aminocarb (Ref: BAY 44646),Not High,12.41181155,3.57388,5.357184543,2.09949457,2,-1.61,46.3289324,65.78,1,0,44.88181009,0.0,2.378584655,2.111111111,5.687386275
Chlorfenac,High,0.0,0.7954,6.92,0.877853185,0,-0.08,0.0,29.46,0,0,0.0,0.0,0.413011435,2.125,0.0
Dinotefuran (Ref: MTI 446),High,0.0,2.4675,6.107800686,3.222036741,3,-1.92,14.88097012,82.78,0,0,11.25737949,5.879988336,3.710504641,1.96,21.95207524
Etaconazole (Ref: CGA 64251 ),Not High,0.0,-0.0014,1.96,0.0,0,-0.04,0.0,20.23,0,0,0.0,0.0,0.0,2.0,0.0
Flumetralin (Ref: CGA 41065),High,5.713056185,3.51172,7.510031316,2.924476266,1,-1.06,23.19550589,29.54,1,0,29.32600419,0.0,2.092517959,2.105263158,5.687386275
Nitrapyrin,Not High,0.0,3.7161,8.763720712,2.132392159,0,-0.33,5.783244946,17.07,0,0,0.0,0.0,1.33105226,1.416666667,0.0
Piperalin (Ref: HSDB 7058),Not High,0.0,4.34884,12.55930339,5.936502629,1,-3.44,17.56387129,69.23,1,0,101.1165779,0.0,3.766886804,1.303030303,5.687386275
Secbumeton,High,4.835123457,0.8235,2.722222222,0.20557106,0,-0.5,17.57024518,37.3,0,0,11.61122204,0.0,0.1616671,2.333333333,0.0
Edifenphos (Ref: BAY 78418),Not High,0.0,2.1057,2.15679774,2.070322157,0,-1.18,0.0,29.46,0,0,23.7625527,11.49902367,1.599352928,2.166666667,0.0
Oxpoconazole fumarate (Ref: UR 50302),Not High,0.0,2.1762,7.96,1.414213562,0,-0.04,0.0,12.03,0,0,0.0,0.0,0.728553391,1.333333333,0.0
Iprobenfos,Not High,5.556831048,2.22822,5.243385975,2.670906629,3,-2.29,17.57024518,77.12,0,0,44.84472486,0.0,1.952710084,2.047619048,13.17124514
Furametpyr (Ref: S 82658),Not High,5.592127427,3.5183,6.40672882,2.472939845,1,-2.34,17.57024518,68.65,0,0,47.36853307,17.379012,1.574131292,1.952380952,4.390415048
Thifluzamide (Ref: MON 24000),High,11.70405203,4.6939,5.246450354,2.169274493,1,-1.78,28.88926606,52.37,0,0,62.62415438,11.49902367,1.767912841,1.722222222,5.687386275
Penthiopyrad (Ref: MTF 753),Not High,0.0,0.2052,1.67,0.0,0,-0.33,6.286160523,17.07,0,0,0.0,0.0,0.0,2.0,0.0
Metominostrobin (Ref: SSF 126),High,5.379822373,4.1878,6.95938845,3.440712587,2,-2.14,23.21029866,34.59,0,0,48.02802097,11.62950017,2.183083471,1.826086957,5.817862778
Phthalide (Ref: BAY 96610),Not High,11.91570216,2.3836,4.41,0.334860259,0,1.25,43.46082769,0.0,0,0,0.0,0.0,0.642857143,2.166666667,0.0
Fenoxanil (Ref: BAS 546F),Not High,0.0,4.8568,6.179723727,5.954701056,2,-2.24,11.594566,46.92,1,0,46.78022725,0.0,5.113933194,2.0,14.46821637
Tecloftalam (Ref: SF 7402),High,0.0,0.0581,0.755581395,0.0,0,0.43,9.898914798,0.0,0,0,0.0,0.0,0.0,1.0,0.0
Diclomezine (Ref: F-850),Not High,0.0,5.062,10.60521535,3.644920778,0,-1.09,5.969305288,35.53,0,0,23.80116485,0.0,2.082734398,1.863636364,0.0
Flumorph (Ref: SYP L190),Not High,0.0,0.0225,1.72154519,0.128554893,0,-0.57,5.969305288,46.53,0,0,0.0,0.0,0.0,2.2,0.0
Methasulfocarb (Ref: NK 191),Not High,4.00066358,1.7163,4.35,0.511667274,0,0.35,12.62878915,0.0,0,0,0.0,0.0,0.474341649,2.2,0.0
Fenchlorphos (Ref: Dow ET-14),Not High,6.402777778,1.7762,3.96,0.071428571,0,0.96,31.8598878,0.0,0,0,0.0,0.0,0.0,1.25,0.0
Alpha-chlorohydrin (Ref: U 5897),High,5.596751701,1.3176,3.334193689,1.112221668,3,-1.1,23.49761845,76.72,0,1,5.28358632,0.0,0.92337224,1.846153846,11.89667856
Imiprothrin (Ref: S 41311),Not High,0.0,0.8071,4.288367535,1.489320973,2,-1.59,11.89667856,82.7,0,0,10.48428058,0.0,1.049914374,1.866666667,11.89667856
Iodomethane (Ref: TM 425),Not High,5.943185733,5.8429,8.65220493,4.5647688,2,-3.58,34.29522675,64.8,1,0,77.56989191,17.57580793,3.139829137,1.806451613,10.07780132
Lithium perfluorooctane sulfonate,High,8.171669224,2.7951,7.75522957,3.682040635,3,-1.58,46.35630228,65.59,0,0,37.44149073,0.0,4.418259753,2.12,10.07780132
Metofluthrin (Ref: S 1264),Not High,0.0,4.3674,13.59246665,3.724381391,0,-1.06,0.0,38.69,0,0,29.82891977,5.749511833,2.423631508,1.5,0.0
Pyrasulfotole (Ref: AE 0317309 ),Not High,0.0,2.00992,7.050088442,3.193519301,1,-1.88,17.56387129,66.84,1,0,29.32600419,0.0,2.290609886,2.05,5.687386275
Thiencarbazone-methyl (Ref: BYH 18636 ),Not High,0.0,-4.9894,6.459772336,2.290259223,2,-1.12,0.0,7.76,0,0,49.05284256,0.0,1.386870871,0.875,0.0
T-oxanilic acid (Ref: MON 52766),High,17.06740162,3.1102,4.731837043,1.325956078,0,-0.64,40.77212496,46.53,0,0,27.20063408,5.749511833,1.345797196,1.785714286,0.0
Bixafen,High,0.0,1.98432,4.739575425,3.820516225,1,-2.17,17.7121048,78.76,1,0,34.88945568,0.0,2.104404639,2.05,0.0
Isobenzan (Ref: ENT 25545),High,0.0,0.8435,8.313148521,3.164246136,2,-3.41,27.97205023,156.81,2,0,41.45873833,11.75997667,3.099710836,1.703703704,10.74287647
Fluchloralin (Ref: BAS 392H),High,0.0,1.1162,8.355568658,3.185475184,3,-3.69,27.97205023,169.7,2,0,29.45648069,11.75997667,2.987517087,1.633333333,23.91412161
Nitralin (Ref: HSDB 789),High,1.822653385,1.00182,7.774560958,2.825250983,3,-2.55,50.56292086,160.47,2,0,33.15713947,6.01046484,3.638281175,1.923076923,10.74287647
Ampropylfos (Ref: PNL 62),Not High,0.0,0.42152,7.308300945,3.130762701,4,-3.28,27.97205023,151.68,2,0,35.65332426,6.01046484,3.071204019,1.846153846,10.74287647
Fensulfothion (Ref: ENT 24945),Not High,0.0,1.39572,9.208211205,3.531453971,4,-3.69,33.92038952,163.71,2,0,29.32600419,6.01046484,3.624352932,1.84375,29.86246089
Chlordecone (Ref: ENT 16391),High,0.0,0.1038,8.033672117,3.371812412,3,-3.15,22.02371095,138.59,1,0,40.31320035,6.01046484,3.188271141,1.925925926,4.794537184
Mirex (Ref: GC 1283),High,11.63584219,5.409,5.992908048,3.081019202,2,-2.25,40.32852129,44.12,0,0,58.3342406,5.749511833,2.398455921,1.708333333,17.96578233
Simetryn,High,0.0,0.1702,0.891220876,0.0,0,-0.19,10.60916238,34.14,0,0,0.0,0.0,0.0,1.2,7.771517605
Azobenzene (Ref: ENT 14611),Not High,5.354425509,3.8389,6.941010344,2.143313728,2,-0.55,18.52546332,53.47,0,0,18.21809164,5.749511833,3.806866179,1.8,0.0
3-chloroaniline,Not High,4.543464191,3.56018,4.689859357,1.580138485,2,-0.7,45.07717641,36.68,0,0,24.26546827,0.0,3.666752898,2.285714286,0.0
Cyclohexanone,High,0.0,-1.55968,9.45905864,2.98928421,0,-0.57,0.0,13.67,0,0,35.39237126,0.0,1.694383698,1.647058824,0.0
Ethylene glycol,High,11.20681114,2.7193,4.517423126,2.742319074,1,-0.71,29.10905951,42.68,1,0,24.15614455,0.0,2.165962946,2.294117647,0.0
Naphthalene,Not High,5.680447373,2.1919,4.14078301,1.456709528,0,-1.22,17.57024518,46.53,0,0,29.28810159,5.749511833,0.975118097,2.307692308,0.0
"N,N-dimethyl capramide",Not High,0.0,2.4431,8.653192042,3.311899298,3,-3.36,11.68099029,101.36,0,0,35.39237126,23.51995335,2.153240369,1.692307692,0.0
Pelargonic acid,Not High,0.0,4.58504,5.668019653,4.545535435,0,-1.57,5.969305288,26.3,0,0,46.53858032,0.0,3.044445647,1.952380952,0.0
1-naphthylacetic acid,High,5.703009854,1.8519,6.804125598,2.368320451,3,-1.82,11.60093989,71.3,0,0,51.18138627,0.0,1.603628741,2.388888889,0.0
2-naphthyloxyacetic acid,High,29.99421296,3.0566,3.445708144,0.609419498,0,1.69,79.44289248,34.14,0,0,0.0,0.0,3.543011949,0.909090909,0.0
Acetic acid,High,0.0,1.9764,9.876310801,3.133088089,2,-3.69,27.97205023,145.81,2,0,35.89528683,11.75997667,3.150443445,1.548387097,28.30453666
Diphenylamine,Not High,20.43132716,2.5954,2.463200692,0.151522882,0,1.16,46.40375956,0.0,0,0,0.0,0.0,0.0,1.333333333,0.0
2-phenylphenol,Not High,10.08024691,1.81,1.859329609,0.0,0,0.58,23.20187978,0.0,0,0,0.0,0.0,0.0,1.5,0.0
"1,1,1-acetonitrile (Ref: USAF EK-488)",High,15.85725309,2.0714,4.040357751,0.334860259,0,0.87,34.80281967,0.0,0,0,0.0,0.0,0.371153744,1.5,0.0
Carbon tetrachloride (Ref: ENT 4705),Not High,0.0,1.3584,2.48,0.166666667,0,-0.52,0.0,0.0,0,0,25.30991158,0.0,0.0,1.25,0.0
Isophorone,Not High,0.0,0.0332,2.157216947,0.744016936,0,-0.08,0.0,18.46,0,0,0.0,0.0,0.439826406,1.0,0.0
8-hydroxyquinoline,Not High,0.0,2.4418,4.047909046,2.367686683,0,-1.96,11.37477255,52.04,0,2,59.65783953,0.0,1.506679273,0.933333333,11.37477255
Noviflumuron,High,0.0,0.2386,1.523475772,1.309920344,1,-0.53,5.907179729,20.31,1,0,0.0,0.0,0.78301432,2.428571429,0.0
"1,2-benzisothiazolin-3-one",Not High,0.0,3.1719,7.217371591,3.765659871,4,-1.65,11.5955165,69.1,0,1,17.58469956,0.0,2.592362319,1.85,5.817862778
Fluopyram,High,1.62139322,4.43462,6.372574111,3.757282097,1,-1.79,17.04847088,30.82,0,0,57.2840229,0.0,3.398410916,2.043478261,8.780830095
Isotianil (Ref: BYF1047),Not High,0.0,4.26952,6.939849895,3.944140908,2,-2.17,11.594566,46.92,1,0,47.0339966,0.0,2.947420202,1.956521739,10.07780132
2-butoxyethanol (Ref: A13-0993),High,5.905506442,3.2196,10.76852466,3.752554813,0,-2.28,29.57066498,93.73,2,0,34.85155308,0.0,2.494819744,1.62962963,4.794537184
Pyroxasulfone (Ref: KIH-485),Not High,36.3513659,3.6898,4.526742856,3.940673681,0,1.55,80.96695583,35.53,0,0,10.0645727,0.0,6.598894658,1.315789474,0.0
Ethanol,High,9.453055611,3.4752,8.426176652,4.026698476,4,-3.22,45.03262952,112.7,2,0,68.53879072,0.0,3.294603801,2.034482759,5.687386275
Propisochlor,Not High,0.0,4.1235,5.685088875,4.984446148,2,-2.24,11.594566,46.92,1,0,47.28314282,0.0,3.583216011,2.083333333,14.46821637
Calcium carbide,Not High,5.654446334,1.2878,3.093263025,2.039216828,2,-1.36,23.38810796,89.1,0,1,16.54096581,0.0,1.313589713,2.142857143,5.817862778
Methyl nonyl ketone,Not High,0.0,2.74028,4.937315409,2.424300441,3,-1.62,9.729012186,66.11,0,0,29.5869572,0.0,2.190731692,2.111111111,13.17124514
Denatonium benzoate (Ref: ASU 90 820 P),High,0.0,2.1362,4.061936565,8.46215778,0,-1.36,11.93861058,83.83,0,0,12.15204021,0.0,7.657247605,2.083333333,0.0
Iron sulphate,High,0.0,1.0415,6.037731964,4.529646142,0,-1.23,17.59760441,83.47,2,0,0.0,0.0,3.604293346,1.75,0.0
3-chloroacrylic acid,High,6.253193393,4.66662,8.268998583,4.238659076,2,-2.79,17.50811962,56.15,1,0,76.06832883,11.49902367,3.089606824,1.703703704,0.0
"2,3.-dihydro-2,2-diemethyl-7-benzofuranol (Ref: NIA 10272 )",Not High,0.0,1.71322,3.758873355,1.404211005,0,-1.51,6.093240071,38.33,1,0,29.82891977,5.749511833,0.836902142,2.25,4.794537184
"2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorobenzoic acid",High,0.0,-0.9762,0.710528634,0.0,0,-0.73,6.031114512,69.11,2,2,0.0,0.0,0.0,1.5,4.794537184
Nitrofen (Ref: FW-925),Not High,5.273919753,0.624,1.1492,0.574471951,0,0.25,11.60093989,12.53,0,0,0.0,0.0,0.335302624,2.6,0.0
Acetaldehyde,High,0.0,3.17834,3.890692037,3.098913132,1,-1.57,0.0,28.68,0,0,53.10754732,0.0,1.913859755,2.066666667,0.0
Pyributicarb (Ref: TSH-888),Not High,0.0,1.4483,4.012157587,3.145617283,1,-2.5,16.87223022,77.76,0,0,34.11635678,11.49902367,2.193799671,2.052631579,0.0
Dibromochloropropane (Ref: OS1897),High,11.62697358,3.8595,5.986588537,2.614913122,1,-2.31,40.48383206,92.47,1,0,62.1212388,5.749511833,1.992870269,1.904761905,11.37477255
Isopyrazam (Ref: SYN 520453),High,0.0,2.1293,3.809658461,1.624173394,0,-1.44,0.0,29.46,0,0,36.41750849,11.49902367,1.015673168,2.333333333,0.0
Phosphane,Not High,0.0,2.5037,2.978591424,2.830950275,0,-0.3,0.0,20.23,0,0,11.64912464,0.0,1.493097906,2.181818182,0.0
S-methoprene (Ref: SAN 810),Not High,0.0,3.453,3.046280408,2.225144469,0,-0.52,0.0,0.0,0,0,22.7953337,0.0,1.303736098,2.0,0.0
Barium polysulphide,High,0.0,2.9987,1.663742547,3.744517166,0,-0.26,0.0,0.0,0,0,11.64912464,0.0,2.659091511,2.2,0.0
Peroxyacetic acid,High,0.0,3.11842,2.869483956,1.744016936,0,-0.78,0.0,0.0,0,0,35.39237126,0.0,0.951353092,1.5,0.0
Butanethiol,Not High,5.70488719,2.9463,8.673845052,3.242773615,1,-1.55,29.16481118,46.61,1,0,29.32600419,0.0,2.4058879,1.714285714,5.687386275
Chlorthion (Ref: BAY 22/190 ),Not High,1.326090475,3.7718,8.440900835,3.661446553,1,-2.22,33.55382631,80.32,2,0,29.02394574,0.0,3.371194334,1.846153846,9.184952232
Ferric phosphate,Not High,0.0,3.0865,5.23995782,2.167795932,0,-1.79,5.969305288,46.53,0,0,29.57977354,5.749511833,1.267559441,2.055555556,17.56166019
Sodium hypochlorite,High,0.0,-0.8507,7.89914964,0.594000203,0,-0.46,13.56506761,132.88,0,1,0.0,0.0,0.711568473,1.857142857,0.0
2-hydroxy-terbuthylazine (Ref: GS 23158),High,0.0,17.9941,59.62007876,16.26264274,2,-4.11,42.27348971,303.94,0,4,89.4867593,0.0,13.22975337,0.505494505,0.0
Metamifop (Ref: DBH-129),Not High,17.31756029,3.7805,10.05619547,2.314223758,1,-0.75,40.77212496,57.65,0,0,21.26474351,5.879988336,1.806019981,1.952380952,0.0
Fluthiacet-methyl (Ref: CGA 248757),Not High,16.8312905,3.8533,10.90267297,2.528539565,2,-0.75,40.77212496,62.66,0,0,21.26474351,5.879988336,1.875096392,1.714285714,0.0
Metolachlor oxanilic acid (Ref: CGA 51202),High,6.06983078,4.069,7.25438424,3.614220141,1,-2.69,23.19550589,62.22,1,0,94.77034562,0.0,2.566850229,1.75,5.687386275
Leptophos (Ref: OMS 1438 ),Not High,5.845208718,3.7293,5.669952524,2.82049496,2,-1.81,17.38418484,44.12,0,0,48.00910881,5.749511833,1.796397891,1.95,0.0
Paraquat dichloride,High,6.147774764,3.61724,7.610773054,3.916913233,1,-2.47,17.38418484,66.88,0,0,39.53964992,23.12852384,2.807686454,1.6,0.0
Potassium iodide,Not High,0.0,2.4323,4.552573361,1.827991342,0,-1.44,0.0,18.46,0,0,36.41750849,11.49902367,1.174270714,1.923076923,0.0
"2,4,5-trichlorophenoxyacetic acid",High,0.0,2.2766,8.064713803,3.763947259,2,-2.48,10.39900058,75.24,0,0,66.73003775,0.0,2.397703784,1.4,0.0
Diquat,High,0.0,0.5206,8.266220883,2.971318512,3,-3.48,33.92038952,172.5,2,0,29.82891977,6.01046484,3.007237115,1.814814815,16.69121575
P-nonylphenol,Not High,0.0,0.69598,2.23,0.091287093,1,-0.77,0.0,23.79,0,0,12.65495579,0.0,0.0,2.25,0.0
Propamocarb (Ref: SN 39744),Not High,0.0,1.25648,2.842546747,1.260950199,1,-1.82,5.969305288,61.09,0,0,35.39237126,0.0,0.687340448,1.909090909,0.0
Flupoxam (Ref: MON 18500),Not High,0.0,1.5061,3.009581149,2.147096635,1,-0.89,0.0,24.92,0,0,30.08987277,0.0,1.5511526,2.545454545,0.0
Asulam (Ref: M&B 9057),High,0.0,-0.3716,1.351125828,0.0,0,0.02,8.254871229,57.53,0,0,0.0,0.0,0.0,1.5,0.0
Bensulfuron (Ref: IN R9419),Not High,2.088974671,5.89128,8.369043625,3.941130556,2,-2.31,29.21115617,36.26,0,0,63.77944962,5.749511833,4.771659013,2.0,23.24904647
Flupyrsulfuron,Not High,1.445750808,5.21692,9.840835928,6.56173843,5,-3.35,22.95565061,72.61,1,0,68.9328319,0.0,5.5224768,1.891891892,21.95207524
Iodosulfuron,High,5.658016656,2.2428,5.967879591,2.573431027,2,-1.69,17.57024518,42.43,0,0,40.81919844,0.0,1.829113287,2.263157895,8.780830095
Tribenuron (Ref: IN R9803),High,12.15916523,5.2738,6.35451604,5.133674434,2,-1.92,34.79644578,46.92,1,0,56.84479995,0.0,4.71654539,2.038461538,14.46821637
Triflusulfuron,High,0.0,3.31594,7.788573151,3.784620105,0,-2.33,5.907179729,47.56,1,0,64.71837545,5.749511833,2.446070272,1.913043478,0.0
Propoxycarbazone,High,11.56531109,3.4835,5.749236903,2.7175453,1,-2.05,34.85857134,85.44,0,1,39.75551667,5.749511833,2.147045141,2.095238095,10.07780132
Fenchlorazole-ethyl (Ref: HOE 070542),Not High,11.76640027,3.5719,6.374069777,2.893713589,1,-2.05,34.85857134,74.44,0,1,39.75551667,5.749511833,2.233583353,2.0,10.07780132
Sulfuryl fluoride,High,19.14312016,5.8797,9.506394998,5.077896858,3,-1.94,72.56351331,88.91,2,0,66.90724056,0.0,4.750889079,1.9375,5.687386275
Tebupirimfos (Ref: BAY MAT 7484),High,0.0,3.9647,9.888015857,11.16430338,1,-3.24,11.93861058,145.39,0,0,46.57636334,5.749511833,8.452363776,1.790697674,0.0
2-(thiocyanomethylthio)benzothiazole,Not High,5.767033118,3.9334,9.586301469,3.320400056,1,-1.32,23.19550589,29.54,1,0,41.4780444,0.0,2.347727499,1.904761905,5.687386275
Ecolyst (Ref: HSDB 7282),High,0.0,4.52096,7.542527387,5.114365005,1,-2.82,11.81435946,58.64,2,0,63.71254429,5.749511833,3.783242053,1.689655172,0.0
Cloprop,Not High,0.0,3.4755,6.417232515,3.476258741,1,-2.03,16.67962816,29.54,1,0,42.46456948,5.749511833,2.331707739,1.75,0.0
Dimethrin (Ref: ENT 21170 ),Not High,9.419121795,3.30172,8.637175542,4.144549606,3,-3.24,51.00193481,126.21,2,0,68.53879072,0.0,3.353529367,1.933333333,5.687386275
Nitenpyram (Ref: CGA 246916),High,1.376734297,4.54344,7.397043886,3.876287041,0,-2.14,23.02721055,55.4,1,0,51.21303271,5.749511833,3.396036734,1.8,0.0
Primisulfuron methyl (Ref: CGA 136872),Not High,0.0,1.6274,3.7,0.166666667,0,0.7,21.58779595,0.0,0,0,0.0,0.0,0.0,1.25,0.0
Potassium bicarbonate,High,10.91703704,1.024,7.416670751,1.143698763,1,-0.88,29.17118507,96.44,0,1,28.00240526,0.0,0.901913002,2.0,0.0
"1,1,1,2-tetrachloroethane (Ref: HSDB 4148)",Not High,6.162875182,3.0379,5.153188776,1.517663616,1,-0.6,32.7749789,47.03,0,0,22.4406897,0.0,3.435104881,2.0625,13.17124514
"1,1-dichloroethane",High,0.0,0.3361,1.69013714,0.186677088,0,-0.67,5.969305288,37.3,0,0,0.0,0.0,0.0,1.833333333,8.780830095
"1,2,3-trichloropropane (Ref: NSC 35403)",Not High,0.0,2.70572,8.301033577,3.808494975,0,-2.86,11.87648502,84.86,1,0,64.71837545,5.749511833,2.508916062,1.92,0.0
"1,3-butadiene",Not High,0.0,2.70572,8.301033577,3.876068563,0,-2.86,11.87648502,84.86,1,0,64.71837545,5.749511833,2.471882565,1.92,0.0
"1,4-dioxane",High,0.0,1.75594,6.334524393,2.961590371,1,-1.88,17.56387129,66.84,1,0,29.32600419,0.0,2.023443828,1.842105263,5.687386275
"4,4-methylenedianiline",Not High,0.0,4.74274,9.388712946,5.258807871,1,-3.73,23.34711624,63.68,1,0,100.6136623,0.0,3.59214906,1.258064516,5.687386275
N-methyl-2-pyrrolidone,Not High,0.0,2.048,7.511399887,1.670038426,2,-1.75,30.52619487,53.93,1,0,24.26546827,5.749511833,0.967509129,2.176470588,10.48192346
N-nitrosodimethylamine,High,0.0,-0.2825,2.341652591,1.811548564,1,-1.38,5.907179729,32.98,1,0,30.08987277,0.0,1.25787011,2.363636364,0.0
Ametoctradin (Ref: BAS 650F),Not High,11.33392703,2.2924,8.213290928,1.245073631,0,-0.97,29.17118507,58.56,0,0,28.24436783,5.749511833,1.194802577,2.0,0.0
Methiozolin (Ref: MRC-01),Not High,11.46302961,2.76452,6.857142857,3.186940855,3,-2.0,29.17118507,77.12,0,0,44.84472486,0.0,2.431450036,2.041666667,13.17124514
Penflufen (Ref: BYF-14182),High,5.661165123,0.6351,2.942700689,1.715850151,2,-1.11,27.27140826,77.46,0,1,29.54905459,0.0,2.40840568,2.142857143,0.0
Valifenalate (Ref: IR5885),Not High,4.783425926,-0.1458,2.116436644,0.924667653,0,-0.31,17.33031033,24.06,0,0,0.0,0.0,0.758851261,1.857142857,0.0
Alpha-endosulfan,High,1.238477497,2.21572,5.707431149,2.656227337,0,-1.403116883,35.78756454,66.4,1,0,28.65900597,0.0,5.248684882,2.0,0.0
Cyantraniliprole (Ref: DPX-HGW86),Not High,1.190848765,1.39882,4.024477832,2.268608133,0,-1.143116883,35.78756454,80.39,1,1,16.00405018,0.0,5.036278191,1.8125,0.0
Indaziflam,High,6.52005976,3.78878,6.01895654,1.79740335,1,-0.86,37.82919308,50.09,0,0,26.64162466,5.749511833,2.439258052,2.0,0.0
Propyrisulfuron,Not High,0.0,2.6393,15.69183526,6.647464418,1,-4.68,29.78440088,165.65,1,0,53.85242547,11.49902367,4.182707703,1.681818182,0.0
Sedaxane,High,18.22564664,4.9527,8.519532251,3.696998881,3,-1.41,40.7099994,47.36,1,0,50.21830863,0.0,3.530054068,1.884615385,8.780830095
Aminocyclopyrachlor (Ref: DPX-MAT28),High,2.35592147,8.4253,10.94623241,5.72287115,1,-3.69,39.11907591,49.41,2,0,93.20741701,0.0,4.222398435,1.365853659,59.66933807
Sulfoxaflor (Ref: DE-208),High,11.85771769,5.2814,8.630265627,4.026766754,1,-2.9,34.85857134,74.44,0,1,75.40165728,5.749511833,2.99459404,1.793103448,14.46821637
