,Environmental fate,Ecotoxicity,Human health,SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
3-methyl-4-nitrophenol,Not High,Not High,Not High,CC1=C(C=CC(=C1)O)[N+](=O)[O-],9.569444444,9.569444444,0.5625,-3.86882716,0.381902004,11.83333333,111.037,104.989,111.0085297,38,0.33849947,-0.323539917,0.33849947,0.323539917,1.666666667,1.833333333,1.833333333,31.19090472,11.55091112,2.052046278,-1.923931521,2.297952241,-1.973926611,7.511618552,0.373545988,1.351644115,3.478808718,74.86238311,5.207106781,3.034346127,3.928773318,2.560660172,1.307050242,3.104654146,0.847258378,2.541775135,0.237834915,0.713504746,0.0,0.0,0.11,12.16479704,6.11,1.707518204,4.11,35.13054965,15.52049068,0.0,0.0,0.0,0.0,7.595762327,4.565048285,0.0,0.0,0.0,0.0,0.0,0.0,6.28584481,14.35187149,7.595762327,0.0,0.0,5.733667477,0.0,6.28584481,0.0,0.0,5.733667477,0.0,0.0,7.595762327,16.07266802,4.565048285,0.0,0.0,0.0,0.0,0.0,83.55,13.88160714,4.565048285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.733667477,9.786823206,9.569444444,0.0,15.625,0.0,4.542438272,0.0,0.0,-0.5625,0.0,-3.86882716,1.0,6,4,4,0,0,0,0,0,0,2,3,5,1,0,0,0,0,-0.9197,21.0985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fenthion sulfoxide (Ref: BAY S 2281),Not High,High,High,CC1=C(C=CC(=C1)OP(=S)(OC)OC)S(=O)C,6.650023148,6.650023148,0.060756173,-1.503302469,0.440549761,63.16666667,389.32,384.28,385.8160085,100,0.166497396,-0.367569434,0.367569434,0.166497396,0.833333333,1.333333333,1.888888889,35.54038608,9.834693526,2.88823369,-2.34894229,2.808917868,-2.464457811,6.655077908,0.203631196,2.98470375,2.010494835,476.4546633,13.24855867,8.440750947,13.73225357,8.203247927,5.317532766,8.021755384,5.187197398,8.966801219,4.623316518,9.435630483,3.799844711,7.485288681,1.73,18845.41948,13.39688312,3.381103608,1.02061345,138.5472112,4.736862954,15.85231097,4.333354113,0.0,0.0,0.0,0.0,0.0,0.0,34.80281967,46.40375956,0.0,11.83581209,21.54562696,4.736862954,81.20657923,0.0,0.0,11.83581209,31.66671934,0.0,10.0645727,0.0,0.0,0.0,0.0,81.20657923,31.66671934,4.736862954,11.83581209,0.0,10.0645727,0.0,0.0,12.53,14.0816987,0.0,0.0,39.48540544,0.0,0.0,0.0,0.0,0.0,0.0,85.94344219,3.998801493,45.00536517,-2.477592593,0.110787037,0.0,-0.457175926,0.0,-0.152407407,0.0,0.0,0.8,18,0,1,3,1,4,0,0,0,1,0,8,0,2,1,3,4,4.4527,75.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,7,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-(4,6-dimethoxypyrimidin-2-yl)-1-(3-trifluoromethyl-2-pyridyl)urea",High,Not High,Not High,O=C(N)N(c1nc(cc(OC)n1)OC)c2ncccc2C(F)(F)F,12.08254194,12.08254194,0.037535903,-1.346575019,0.753125432,20.72727273,305.29,290.17,305.1011706,116,0.337565583,-0.477598344,0.477598344,0.337565583,1.272727273,1.909090909,2.363636364,16.36956547,9.891083012,2.426080916,-2.210759622,2.268677827,-2.409311092,6.172338807,-0.124021271,2.748676812,2.565749918,710.4299023,16.65433606,12.24565006,12.24565006,10.16342691,6.548006391,6.548006391,5.447222543,5.447222543,3.749273292,3.749273292,1.981941465,1.981941465,-2.77,63766.55336,15.61567839,5.209986675,2.428576823,125.4479175,15.52984339,11.23285325,5.835619786,0.0,5.907179729,11.93861058,9.778515705,14.5814791,0.0,0.0,13.8474744,18.90801031,6.196843572,11.12690298,24.59666634,23.68141009,0.0,10.30076712,10.91031078,26.31013685,0.0,29.08404162,0.0,5.316788604,0.0,0.0,0.0,44.41736865,4.794537184,5.917906046,47.18111695,17.25561537,0.0,0.0,128.95,17.47753583,19.49013895,0.0,34.48153654,0.0,12.26321064,0.0,6.9237372,13.8474744,15.29317186,5.106527395,0.0,0.0,42.45820635,20.67291226,-1.654622767,-3.044700426,0.99276833,1.031564626,5.29387163,0.0,0.357142857,22,3,8,0,1,1,0,1,1,5,3,8,4,0,0,0,2,0.7691,76.0783,0,0,0,0,2,1,0,0,2,2,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3-trifluoromethyl-2-pyridylsulfonamide,High,Not High,Not High,O=S(N)(=O)c1ncccc1C(F)(F)F,11.97848157,11.97848157,0.027374391,-1.190958299,0.755346318,21.8,277.28,262.16,277.106256,106,0.336899689,-0.505512511,0.505512511,0.336899689,1.45,2.1,2.55,16.36587631,9.891118338,2.423496719,-2.210694859,2.280031347,-2.407985881,6.151477916,-0.124014495,2.662008965,2.437122535,624.0423254,15.07698579,11.33740177,11.33740177,9.252743308,6.093882246,6.093882246,5.113635255,5.113635255,3.498746208,3.498746208,1.801049935,1.801049935,-2.44,25701.69656,13.97942256,4.588499179,2.107753294,114.9214532,15.52984339,16.98236508,5.835619786,0.0,5.907179729,5.969305288,4.794537184,14.77092044,0.0,0.0,13.8474744,18.90801031,6.196843572,5.563451492,19.80212916,17.7121048,0.0,10.30076712,10.91031078,26.31013685,0.0,23.52059013,5.749511833,5.316788604,0.0,5.749511833,0.0,38.44806337,4.794537184,5.917906046,36.82312827,17.25561537,0.0,0.0,111.88,11.50823054,14.69560176,0.0,34.66759688,0.0,12.26321064,0.0,6.9237372,13.8474744,15.29317186,5.106527395,0.0,0.0,30.91423794,21.22283399,-0.995296425,-1.673327126,1.073786848,1.108231293,5.432866811,0.0,0.384615385,20,3,7,0,1,1,0,1,1,5,3,7,3,0,0,0,2,0.7765,70.7838,0,0,0,0,1,1,0,1,1,1,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4,6-dimethoxy-N-(3-(trifluoromethyl)pyridin-2-yl)pyrimidin-2-amine",High,Not High,Not High,FC(F)(F)c2cccnc2Nc1nc(cc(OC)n1)OC,10.2291421,10.2291421,0.142962963,-0.996141975,0.627831462,9.3,157.556,153.524,156.993056,52,0.336760525,-0.477598621,0.477598621,0.336760525,1.6,2.3,2.7,35.49569593,10.2876114,1.998038269,-1.902548434,2.037461853,-1.951713182,6.289481218,0.069622204,1.884505361,3.003400685,244.4296584,7.560477932,4.912690762,5.668619708,4.698377303,2.547877604,2.925842077,1.674750404,2.061999145,0.974337612,1.197915777,0.502326605,0.614115687,-1.09,180.9125147,7.022233446,2.662619175,1.448106572,62.27501529,5.106527395,5.153109817,0.0,0.0,0.0,5.969305288,0.0,9.778515705,0.0,0.0,11.60093989,12.13273414,6.196843572,5.563451492,9.901064579,17.57024518,0.0,4.983978521,0.0,0.0,0.0,29.04613902,0.0,0.0,0.0,0.0,11.60093989,16.0598112,0.0,0.0,10.35798868,18.32957771,5.153109817,0.0,50.19,5.969305288,4.794537184,0.0,5.563451492,5.153109817,0.0,18.32957771,0.0,0.0,4.983978521,16.70746729,0.0,5.412309146,13.81411124,8.688919123,0.142962963,-0.996141975,2.835987654,1.212962963,0.0,0.0,0.0,10,1,3,0,0,0,0,1,1,2,1,4,1,0,0,0,1,1.4332,36.2063,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4-trifluoromethylnicotinic acid,High,Not High,Not High,C1=CN=CC(=C1C(F)(F)F)C(=O)O,12.65884359,12.65884359,0.143379547,-4.819498905,0.68792302,19.53125,469.803,454.683,469.0652329,168,0.572596317,-0.466559022,0.572596317,0.466559022,1.21875,1.9375,2.59375,35.49569208,9.974745386,2.546056563,-2.338961283,2.38262985,-2.546999182,6.309593016,-0.274196003,3.066260913,1.569330118,1106.649448,23.09564736,16.40319198,17.15912093,15.10914068,9.157546462,9.535510935,6.920754243,7.357190023,4.886997883,5.122094986,3.508583915,3.703284141,-3.31,13257641.37,21.90443126,7.988810322,4.082049423,184.0350786,19.52737747,18.19201358,0.0,5.601050811,0.0,18.36277866,0.0,9.589074368,10.11032005,13.17124514,17.66730696,41.9616539,22.6942927,7.109797541,36.97090837,35.00043097,0.0,5.008912524,5.101407526,18.38423129,19.15740289,58.61410578,5.749511833,10.05365156,23.6531686,5.749511833,11.60093989,48.52504129,20.68908471,0.0,11.12690298,47.565977,5.022633314,0.0,89.46,29.7133413,22.76031951,0.0,24.55070965,16.1495363,17.14164666,19.24253168,18.19910121,0.0,15.15505908,21.0746658,51.30546286,6.052872522,25.20903939,8.236697581,0.198489207,-1.092576884,8.848778245,-4.676119358,-0.359699951,1.221500824,0.25,32,1,8,1,1,2,2,0,2,6,1,12,3,0,0,0,4,3.9324,106.3747,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,2,3,0,1,3,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flufenacet sulphonic acid (Ref: AE 0841914),High,Not High,Not High,CC(C)N(C1=CC=C(C=C1)F)C(=O)CS(=O)(=O)O,12.34661423,12.34661423,0.318240741,-4.725720899,0.887440311,12.47058824,268.212,261.156,268.0017144,94,0.415953222,-0.47760773,0.47760773,0.415953222,1.294117647,1.823529412,2.176470588,32.22774618,10.12445198,2.324587414,-2.096075908,2.31372788,-2.116726441,7.903910584,-0.137301669,2.135097978,3.573382922,560.0939652,13.43072142,8.446150984,9.262647565,7.531710636,4.178417293,6.069828831,3.286015767,5.270173227,1.938820002,3.075527497,1.182121795,2.077988092,-1.57,2833.275017,13.49480881,4.024626997,2.963172764,94.60398991,5.106527395,0.0,9.837253136,0.0,0.0,12.14560381,0.0,13.21233417,13.17124514,0.0,0.0,18.19910121,6.255769184,16.02238646,31.49010671,15.80655842,0.0,0.0,0.0,11.07178199,6.255769184,29.32600419,0.0,0.0,13.17124514,0.0,0.0,25.74939885,16.01355165,0.0,15.92144017,23.09458468,0.0,0.0,71.44,38.0052434,26.38357931,0.0,0.0,24.45487039,0.0,0.0,0.0,0.0,0.0,5.106527395,59.45313445,0.0,9.83632842,8.676985072,-1.885717593,-1.598009732,1.470694444,-4.077975246,0.0,-4.042106481,0.222222222,17,1,4,0,0,0,1,0,1,3,1,8,2,0,0,0,1,1.8071,51.5131,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Flufenacet oxalate (Ref: AE 0841913),High,Not High,Not High,CC(C)N(C1=CC=C(C=C1)F)C(=O)C(=O)O,11.21823003,11.21823003,0.206900117,-2.704934295,0.535107325,13.11764706,302.31,287.19,302.0047668,100,0.317267386,-0.480392603,0.480392603,0.317267386,1.411764706,1.941176471,2.294117647,32.92119701,10.29376828,2.304193252,-2.198518732,2.614766562,-2.214643872,8.678457524,-0.146355231,2.278366386,4.598922334,313.1372645,13.47469149,9.743729056,12.27114941,7.880357818,4.66473355,8.787621787,2.753796148,9.368538482,1.636378121,7.513274705,0.857391442,4.67162799,-0.14,3381.095717,16.86,8.048448948,6.375721354,108.916712,18.89088467,5.24993803,0.0,5.693537601,0.0,11.93861058,9.589074368,0.0,0.0,0.0,11.3817248,18.73059329,14.21959508,13.02770359,28.47995904,40.82072906,0.0,0.0,0.0,18.59449685,20.82647705,0.0,0.0,0.0,0.0,0.0,17.0752624,43.12155305,35.18028773,0.0,13.34455882,0.0,0.0,0.0,82.06,22.88208621,9.589074368,0.0,13.02770359,0.0,11.3817248,14.21959508,6.9237372,0.0,4.736862954,25.96087781,14.60615662,5.867004939,22.19879267,7.948512535,-2.704934295,-1.729135015,0.0,-0.264930556,1.855214409,2.695540911,0.75,17,1,6,0,0,0,0,0,0,7,1,9,8,0,0,0,0,1.6433,68.5678,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,6-dichlorobenzamide (Ref: AE C653711)",High,Not High,Not High,C1=CC(=C(C(=C1)Cl)C(=O)N)Cl,10.02083333,10.02083333,0.046296296,-0.046296296,0.40182717,19.66666667,86.094,80.046,86.04801281,34,0.314414288,-0.33639355,0.33639355,0.314414288,1.333333333,1.833333333,2.0,16.16293016,10.7083591,2.024825397,-1.801716343,1.694744143,-2.196879745,5.751359258,0.248107075,1.86382639,2.367351851,63.1934494,4.405777394,3.322461853,3.322461853,2.89384685,1.911230926,1.911230926,1.182677536,1.182677536,0.696114263,0.696114263,0.414562073,0.414562073,-0.73,33.54887502,3.459753321,1.161417321,0.428612059,35.72455057,10.63357721,0.0,0.0,0.0,0.0,6.031114512,0.0,4.794537184,0.0,0.0,0.0,0.0,13.08951281,0.0,4.794537184,6.031114512,0.0,10.63357721,0.0,0.0,13.08951281,0.0,0.0,10.63357721,4.794537184,0.0,0.0,19.12062732,0.0,0.0,0.0,0.0,0.0,0.0,41.13,0.0,4.794537184,0.0,6.031114512,0.0,13.08951281,0.0,0.0,0.0,10.63357721,0.0,0.0,0.0,10.02083333,5.138888889,0.0,0.0,-0.046296296,0.0,1.553240741,0.0,0.666666667,6,2,3,0,1,1,0,0,0,1,2,3,0,0,1,1,1,-0.7008,21.4014,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3-chloro-5-trifluoromethyl-pyridine-2-carboxylic acid (Ref: AE-C657188),High,Not High,Not High,Clc1cc(cnc1C(=O)O)C(F)(F)F,5.043888889,5.043888889,0.919675926,0.919675926,0.408429929,24.66666667,176.291,172.259,175.9536611,48,0.175660395,-0.303454966,0.303454966,0.175660395,1.555555556,2.444444444,3.222222222,33.11538693,10.64406572,2.28174657,-2.058928426,2.373866191,-2.227179688,8.890659651,0.698950481,2.35255791,2.293753973,188.2517693,6.267584714,4.533385625,6.982875368,4.377010098,2.582315028,5.140393232,1.748507015,4.478803758,1.209451838,4.112009384,0.78525894,3.350279872,0.26,228.1981172,6.001728699,2.140988022,0.872601888,66.4825336,4.899909731,0.0,9.488185855,0.0,0.0,0.0,4.992404733,0.0,0.0,0.0,12.21787344,21.58779595,6.544756406,6.544756406,0.0,43.29385525,0.0,4.899909731,4.992404733,0.0,13.08951281,0.0,0.0,0.0,0.0,0.0,33.8056694,27.4776084,0.0,0.0,0.0,4.992404733,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,22.57769867,0.0,21.58779595,0.0,9.892314463,12.21787344,0.96875,5.043888889,6.333287037,1.101851852,0.0,0.0,0.0,0.0,1.913888889,3.305,0.5,9,0,2,0,2,2,0,0,0,4,0,5,0,0,1,1,2,1.3379,46.788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acifluorfen (Ref: RH 5781),High,Not High,Not High,C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O,8.985061728,8.985061728,0.291111111,0.291111111,0.589767459,9.555555556,142.585,135.529,142.0185425,48,0.118084748,-0.50768547,0.50768547,0.118084748,1.444444444,2.111111111,2.555555556,35.49569077,10.21084939,1.926427699,-1.952575668,2.18860904,-1.713874963,6.302000169,0.470922061,1.796567574,3.17167803,220.1561776,6.853371151,5.057228876,5.813157822,4.198377303,2.650622906,3.028587379,1.93080857,2.367244351,1.158839568,1.393936671,0.618875643,0.84553314,-0.69,104.2009193,6.430336943,2.275364016,1.360160985,58.89384521,5.106527395,5.749511833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.60093989,30.6862899,5.022633314,0.0,5.106527395,11.60093989,0.0,0.0,0.0,6.9237372,0.0,28.78518601,5.749511833,0.0,0.0,5.749511833,11.60093989,5.106527395,0.0,6.9237372,5.563451492,18.19910121,5.022633314,0.0,20.23,0.0,0.0,0.0,0.0,10.77214515,5.563451492,0.0,25.12283841,0.0,0.0,16.70746729,0.0,5.605833333,0.0,9.642746914,0.80787037,0.291111111,4.956790123,0.0,1.806759259,0.0,0.142857143,9,1,1,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.35402,37.8538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trifluoroethanoic acid,High,Not High,Not High,C(=O)(C(F)(F)F)O,12.13162415,12.13162415,0.147426304,-1.048975813,0.880497093,12.0,265.309,246.157,265.1314081,104,0.326018094,-0.479710451,0.479710451,0.326018094,1.315789474,1.842105263,2.263157895,16.46798976,10.05935731,2.28455926,-2.289631047,2.263622154,-2.454159882,6.004174191,-0.139634626,2.328879493,3.305994556,464.0843503,14.57698579,11.63567992,11.63567992,8.895953268,5.997786729,5.997786729,4.451380296,4.451380296,2.961590371,2.961590371,2.023443828,2.023443828,-1.88,11912.21861,15.17841121,6.334524393,3.318602639,112.3415969,9.843390349,12.64872279,0.0,0.0,5.907179729,5.969305288,9.694446915,4.794537184,0.0,0.0,18.19910121,31.89811458,7.109797541,5.687386275,19.43246472,17.56387129,0.0,0.0,0.0,26.81305243,18.61658924,29.32600419,0.0,4.899909731,5.687386275,0.0,0.0,36.74153275,14.32593732,13.8474744,18.05064018,18.19910121,0.0,0.0,66.84,12.01114612,14.69560176,0.0,12.51406169,5.687386275,11.12690298,18.93344447,0.0,32.0465756,0.0,4.736862954,4.831585648,0.0,24.63047525,9.177921391,2.356070484,-1.414901738,4.633767243,0.0,5.042798564,1.40894983,0.428571429,19,1,5,0,0,0,1,0,1,3,1,5,5,0,0,0,1,1.75594,72.3758,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-trifluoromethylbenzoic acid (Ref: RE-54488),High,Not High,Not High,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O,4.136574074,4.136574074,1.590277778,1.590277778,0.303792336,4.25,73.12,70.096,72.9986201,22,0.058155857,-0.235932166,0.235932166,0.058155857,2.0,2.25,2.25,32.09193668,11.42311866,1.239983558,-1.392540967,1.360352275,-1.32935927,7.778076627,1.490605811,1.370950594,3.108612297,44.0,3.414213562,2.355461886,3.171958467,1.914213562,0.874944538,1.283192829,0.314893891,0.497468077,0.091287093,0.273861279,0.0,0.0,-0.2,6.854752972,3.8,2.8,1.8,30.35829588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.992404733,0.0,0.0,0.0,12.21787344,7.047671983,5.161261852,0.0,17.3791353,0.0,0.0,4.992404733,0.0,7.047671983,0.0,0.0,0.0,0.0,0.0,12.21787344,12.20893383,0.0,0.0,0.0,4.992404733,0.0,0.0,12.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.047671983,0.0,22.37154003,0.0,0.0,4.136574074,3.300925926,2.138888889,0.0,0.0,0.0,0.0,0.0,1.590277778,0.5,4,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0.719,20.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phthalimide,Not High,Not High,Not High,C1=CC=C2C(=C1)C(=O)NC2=O,11.44685563,11.44685563,0.298657407,-0.298657407,0.72784502,10.07142857,187.202,178.13,187.0745619,70,0.299229736,-0.264800389,0.299229736,0.264800389,1.214285714,1.928571429,2.571428571,16.1388931,10.15618501,2.040165112,-1.975760908,2.09237101,-2.137912708,5.562524476,0.891776093,2.188287689,2.587779369,490.2203394,9.966255326,7.689426827,7.689426827,6.770856948,4.259234939,4.259234939,2.940605159,2.940605159,1.848561204,1.848561204,1.198940686,1.198940686,-1.97,2039.484126,8.620407991,3.413390104,1.542014856,80.64235905,0.0,5.824404498,5.693927995,0.0,5.559266895,0.0,9.893218992,0.0,10.08266033,0.0,30.33183534,6.9237372,5.563451492,0.0,0.0,0.0,0.0,15.18134214,0.0,6.9237372,0.0,46.51004392,11.25737949,5.559266895,0.0,0.0,0.0,15.18134214,0.0,6.9237372,5.824404498,35.12637253,0.0,11.25737949,58.64,0.0,4.794537184,0.0,5.559266895,11.51833249,5.563451492,0.0,6.9237372,30.33183534,15.18134214,0.0,0.0,0.0,15.22318972,6.626130008,0.83787037,0.522852891,9.259031085,0.0,1.697592593,0.0,0.1,14,1,4,0,0,0,1,1,2,3,1,4,1,0,0,0,2,1.14032,52.8257,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
