"Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (MFE, max)","%RSD (MFE)","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] 250-MS-POS,[Mass] 251-MS-POS,[Mass] 252-MS-POS,[Mass] 253-MS-POS,[Mass] 254-MS-POS,[Mass] 255-MS-POS,[Mass] 256-MS-POS,[Mass] 257-MS-POS,[Mass] 258-MS-POS,[Mass] 259-MS-POS,[Mass] 260-MS-POS,[Mass] 261-MS-POS,[Mass] 262-MS-POS,[Mass] 263-MS-POS,[Mass] 264-MS-POS,[Mass] 265-MS-POS,[Mass] 266-MS-POS,[Mass] 267-MS-POS,[Mass] 268-MS-POS,[Mass] 269-MS-POS,[Mass] 270_POS,[Mass] 271_POS,[Mass] 272_POS,[Mass] 273_POS,[Mass] QC1_POS,[Mass] QC2_POS,[Mass] QC3_POS,[RT] 250-MS-POS,[RT] 251-MS-POS,[RT] 252-MS-POS,[RT] 253-MS-POS,[RT] 254-MS-POS,[RT] 255-MS-POS,[RT] 256-MS-POS,[RT] 257-MS-POS,[RT] 258-MS-POS,[RT] 259-MS-POS,[RT] 260-MS-POS,[RT] 261-MS-POS,[RT] 262-MS-POS,[RT] 263-MS-POS,[RT] 264-MS-POS,[RT] 265-MS-POS,[RT] 266-MS-POS,[RT] 267-MS-POS,[RT] 268-MS-POS,[RT] 269-MS-POS,[RT] 270_POS,[RT] 271_POS,[RT] 272_POS,[RT] 273_POS,[RT] QC1_POS,[RT] QC2_POS,[RT] QC3_POS,[Area] 250-MS-POS,[Area] 251-MS-POS,[Area] 252-MS-POS,[Area] 253-MS-POS,[Area] 254-MS-POS,[Area] 255-MS-POS,[Area] 256-MS-POS,[Area] 257-MS-POS,[Area] 258-MS-POS,[Area] 259-MS-POS,[Area] 260-MS-POS,[Area] 261-MS-POS,[Area] 262-MS-POS,[Area] 263-MS-POS,[Area] 264-MS-POS,[Area] 265-MS-POS,[Area] 266-MS-POS,[Area] 267-MS-POS,[Area] 268-MS-POS,[Area] 269-MS-POS,[Area] 270_POS,[Area] 271_POS,[Area] 272_POS,[Area] 273_POS,[Area] QC1_POS,[Area] QC2_POS,[Area] QC3_POS,[Score (MFE)] 250-MS-POS,[Score (MFE)] 251-MS-POS,[Score (MFE)] 252-MS-POS,[Score (MFE)] 253-MS-POS,[Score (MFE)] 254-MS-POS,[Score (MFE)] 255-MS-POS,[Score (MFE)] 256-MS-POS,[Score (MFE)] 257-MS-POS,[Score (MFE)] 258-MS-POS,[Score (MFE)] 259-MS-POS,[Score (MFE)] 260-MS-POS,[Score (MFE)] 261-MS-POS,[Score (MFE)] 262-MS-POS,[Score (MFE)] 263-MS-POS,[Score (MFE)] 264-MS-POS,[Score (MFE)] 265-MS-POS,[Score (MFE)] 266-MS-POS,[Score (MFE)] 267-MS-POS,[Score (MFE)] 268-MS-POS,[Score (MFE)] 269-MS-POS,[Score (MFE)] 270_POS,[Score (MFE)] 271_POS,[Score (MFE)] 272_POS,[Score (MFE)] 273_POS,[Score (MFE)] QC1_POS,[Score (MFE)] QC2_POS,[Score (MFE)] QC3_POS,[Score (Tgt)] 250-MS-POS,[Score (Tgt)] 251-MS-POS,[Score (Tgt)] 252-MS-POS,[Score (Tgt)] 253-MS-POS,[Score (Tgt)] 254-MS-POS,[Score (Tgt)] 255-MS-POS,[Score (Tgt)] 256-MS-POS,[Score (Tgt)] 257-MS-POS,[Score (Tgt)] 258-MS-POS,[Score (Tgt)] 259-MS-POS,[Score (Tgt)] 260-MS-POS,[Score (Tgt)] 261-MS-POS,[Score (Tgt)] 262-MS-POS,[Score (Tgt)] 263-MS-POS,[Score (Tgt)] 264-MS-POS,[Score (Tgt)] 265-MS-POS,[Score (Tgt)] 266-MS-POS,[Score (Tgt)] 267-MS-POS,[Score (Tgt)] 268-MS-POS,[Score (Tgt)] 269-MS-POS,[Score (Tgt)] 270_POS,[Score (Tgt)] 271_POS,[Score (Tgt)] 272_POS,[Score (Tgt)] 273_POS,[Score (Tgt)] QC1_POS,[Score (Tgt)] QC2_POS,[Score (Tgt)] QC3_POS,[Ions] 250-MS-POS,[Ions] 251-MS-POS,[Ions] 252-MS-POS,[Ions] 253-MS-POS,[Ions] 254-MS-POS,[Ions] 255-MS-POS,[Ions] 256-MS-POS,[Ions] 257-MS-POS,[Ions] 258-MS-POS,[Ions] 259-MS-POS,[Ions] 260-MS-POS,[Ions] 261-MS-POS,[Ions] 262-MS-POS,[Ions] 263-MS-POS,[Ions] 264-MS-POS,[Ions] 265-MS-POS,[Ions] 266-MS-POS,[Ions] 267-MS-POS,[Ions] 268-MS-POS,[Ions] 269-MS-POS,[Ions] 270_POS,[Ions] 271_POS,[Ions] 272_POS,[Ions] 273_POS,[Ions] QC1_POS,[Ions] QC2_POS,[Ions] QC3_POS,
713.5539,2.43,0,1.78,0.046,131579,16,11,88.6,23.2,89.7,13.7,3,3,,713.5512,,713.5539,713.5512,713.5571,,,,713.5551,,713.5512,713.5549,713.5526,713.5554,713.5554,713.5523,,,,713.5546,,713.5552,,713.5535,713.5537,713.5544,,1.801,,1.808,1.790,1.799,,,,1.769,,1.790,1.781,1.787,1.764,1.770,1.797,,,,1.773,,1.762,,1.774,1.763,1.763,,385742,,1203460,264976,679,,,,844708,,301479,588441,530840,580599,835122,289864,,,,807807,,717130,,486131,450830,430377,,60.0,,34.7,64.8,,,,,,,60.0,81.9,86.2,,,,,,,,,82.1,,88.6,69.5,71.4,,74.71,,83.62,74.64,67.21,,,,89.74,,76.24,81.74,83.31,82.75,88.54,80.58,,,,86.43,43.35,87.33,,78.41,82.03,82.46,,3,,3,3,3,,,,3,,3,3,3,3,3,3,,,,3,,3,,3,3,3,
443.3254,1.93,0,1.30,0.060,13135,27,0,100.0,121.3,91.5,14.8,2,3,443.3248,443.3262,443.3252,443.3254,443.3248,443.3260,443.3244,443.3230,443.3256,443.3253,443.3264,443.3253,443.3255,443.3253,443.3248,443.3260,443.3267,443.3266,443.3259,443.3248,443.3260,443.3269,443.3247,443.3264,443.3256,443.3250,443.3245,1.305,1.286,1.290,1.293,1.292,1.279,1.292,1.296,1.295,1.299,1.308,1.302,1.289,1.295,1.305,1.339,1.310,1.295,1.293,1.310,1.286,1.302,1.280,1.303,1.304,1.298,1.304,10663,25750,7179,18862,13067,10797,9931,8586,8827,8849,27366,25030,45526,20219,40911,29341,32644,20822,18005,19890,27996,27182,39922,20560,34088,79703,341065,,,,,,,,,,,,0.0,0.0,,,,,,,15.1,,,,,,88.8,100.0,71.63,62.77,71.98,86.54,78.54,61.02,84.94,72.22,84.94,75.28,57.60,82.02,87.05,76.28,71.15,74.90,56.39,56.85,60.71,84.86,69.45,61.31,86.71,61.69,78.58,85.53,91.49,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,2,3,2,3,3,3,
494.4196,1.37,0,1.43,0.094,87433,26,1,100.0,24.4,93.6,16.4,1,4,494.4202,494.4199,494.4184,494.4195,494.4199,494.4204,494.4196,494.4187,494.4188,494.4194,494.4190,494.4202,,494.4195,494.4197,494.4202,494.4202,494.4185,494.4198,494.4183,494.4203,494.4184,494.4203,494.4194,494.4202,494.4200,494.4199,1.450,1.442,1.379,1.371,1.432,1.430,1.427,1.447,1.435,1.450,1.431,1.375,,1.373,1.372,1.446,1.439,1.435,1.377,1.433,1.437,1.459,1.415,1.438,1.371,1.365,1.377,692267,453231,130758,278631,662588,699997,626187,659027,620055,610131,578630,916208,,870325,112297,594562,628146,576691,834608,650527,532021,643306,592004,590974,1150232,1031164,1012691,60.0,,96.0,100.0,,,65.8,79.7,,35.0,73.7,100.0,,100.0,100.0,,,,100.0,,,63.5,,,100.0,100.0,100.0,54.77,57.16,64.77,93.58,67.62,66.14,60.79,57.44,60.01,55.02,62.61,71.07,49.87,70.55,93.54,55.99,57.60,59.34,71.68,58.88,57.93,52.72,62.18,58.33,70.58,70.14,71.45,1,1,2,4,2,2,1,2,2,1,2,2,,2,4,1,1,2,2,2,1,2,1,1,2,2,2,
399.3349,3.56,0,1.79,0.044,88672,23,4,100.0,24.6,97.0,18.1,2,5,399.3357,399.3353,,399.3350,399.3353,399.3360,399.3363,399.3365,,399.3326,399.3376,399.3349,399.3325,399.3352,399.3327,,399.3355,399.3334,399.3351,399.3350,,399.3364,399.3323,399.3349,399.3355,399.3348,399.3332,1.775,1.801,,1.796,1.796,1.760,1.763,1.760,,1.797,1.790,1.795,1.792,1.799,1.798,,1.803,1.804,1.780,1.780,,1.783,1.779,1.790,1.780,1.780,1.774,9879,641712,,440746,704094,4721,13168,2334,,630754,1196,392330,750634,387596,729651,,353341,926,2362,3461,,2978,617978,3542,445072,428957,423693,70.6,100.0,,100.0,100.0,,,,,,,,53.8,100.0,80.5,48.0,100.0,,,,,,60.3,,100.0,,100.0,72.69,90.00,,96.98,94.64,63.17,70.04,75.09,41.44,91.14,63.98,95.05,79.47,96.12,87.14,95.06,92.88,64.30,86.70,74.39,69.40,63.81,76.18,70.27,88.05,63.57,70.57,5,5,,5,5,3,4,3,,5,3,5,5,5,5,,5,2,3,3,,3,4,4,4,2,4,
327.2772,1.05,0,2.17,0.063,46742,27,0,99.7,31.6,91.5,1.7,3,4,327.2774,327.2772,327.2774,327.2773,327.2776,327.2773,327.2775,327.2773,327.2774,327.2766,327.2774,327.2773,327.2763,327.2772,327.2766,327.2764,327.2774,327.2776,327.2775,327.2775,327.2772,327.2774,327.2768,327.2773,327.2771,327.2773,327.2771,2.184,2.153,2.197,2.183,2.182,2.163,2.171,2.174,2.191,2.189,2.170,2.165,2.196,2.162,2.195,2.162,2.166,2.213,2.150,2.172,2.159,2.175,2.176,2.193,2.177,2.166,2.166,289383,493860,470860,421201,289478,120003,367530,304362,313701,371586,391150,360392,307424,458634,426898,354992,458706,348476,377368,375824,278347,184870,270116,368875,276103,387032,373746,99.7,34.5,15.5,93.9,,30.3,51.2,61.7,90.2,94.4,62.9,80.2,62.4,86.7,79.0,70.9,76.8,92.2,57.0,94.7,87.5,38.7,58.2,74.7,80.1,85.0,85.3,86.50,88.16,86.65,88.42,90.45,85.81,85.97,90.30,88.15,90.16,88.51,87.90,89.64,88.94,88.04,89.19,88.82,87.10,86.62,87.05,89.48,87.97,91.47,87.35,89.20,86.37,88.05,3,4,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,
283.1992,0.43,0,1.41,0.016,102111,27,0,100.0,8.0,91.7,1.2,2,2,283.1991,283.1991,283.1992,283.1992,283.1991,283.1990,283.1993,283.1992,283.1991,283.1993,283.1992,283.1991,283.1992,283.1993,283.1993,283.1992,283.1993,283.1991,283.1990,283.1991,283.1995,283.1990,283.1990,283.1992,283.1992,283.1991,283.1994,1.411,1.403,1.407,1.410,1.404,1.413,1.404,1.407,1.412,1.417,1.409,1.409,1.412,1.407,1.406,1.401,1.411,1.407,1.405,1.405,1.409,1.408,1.409,1.410,1.411,1.404,1.416,222623,339177,313282,376893,334464,302409,290001,282656,267240,316881,265343,284410,328947,289548,358982,326091,329307,275408,222420,259458,324411,222523,301269,258160,280954,303667,302086,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.3,100.0,100.0,89.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.2,100.0,100.0,100.0,100.0,100.0,91.29,90.46,91.55,91.45,90.39,90.03,90.39,89.75,90.08,91.16,87.82,88.55,91.45,91.61,89.21,89.85,90.30,89.97,88.26,91.27,90.59,89.70,89.73,91.71,90.98,89.42,91.13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
387.3910,0.36,0,2.03,0.063,63786,27,0,87.0,29.1,89.5,2.4,2,2,387.3911,387.3908,387.3908,387.3908,387.3910,387.3911,387.3910,387.3909,387.3909,387.3910,387.3910,387.3911,387.3910,387.3909,387.3912,387.3909,387.3911,387.3912,387.3911,387.3909,387.3909,387.3908,387.3909,387.3909,387.3913,387.3909,387.3910,2.038,2.019,2.045,2.048,2.037,2.001,2.031,2.034,2.039,2.044,2.047,2.025,2.039,2.011,2.050,2.011,2.026,2.011,2.021,2.032,2.019,2.019,2.064,2.048,2.026,2.020,2.026,571382,455788,262560,525429,421826,506338,603976,508515,509648,430556,483219,282478,414620,510696,452358,483907,184786,563969,505957,507316,264392,318004,449559,532891,633914,497224,464006,,,,81.0,,,58.7,,,,,79.9,86.8,,,,34.7,87.0,,,,,,,,,,87.75,86.42,89.48,88.37,88.49,82.29,86.02,88.39,89.14,86.39,89.35,88.56,88.95,82.42,84.85,85.65,85.11,83.94,86.68,86.95,86.78,86.88,82.34,87.27,85.46,86.75,86.81,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
269.9957,0.58,0,7.13,0.054,56280,27,0,100.0,7.6,85.6,2.6,2,2,269.9958,269.9957,269.9959,269.9957,269.9957,269.9958,269.9960,269.9957,269.9957,269.9955,269.9959,269.9956,269.9954,269.9955,269.9956,269.9959,269.9959,269.9958,269.9958,269.9957,269.9957,269.9957,269.9960,269.9955,269.9957,269.9959,269.9956,7.115,7.135,7.139,7.109,7.103,7.128,7.153,7.117,7.150,7.132,7.136,7.152,7.122,7.128,7.144,7.099,7.109,7.145,7.104,7.110,7.141,7.118,7.136,7.119,7.143,7.148,7.126,246142,282871,247363,315275,287880,136900,257131,244302,287667,263397,79657,291079,152157,292009,147655,380359,285889,245968,274611,231679,348784,264303,273638,263760,280193,299548,37731,98.9,,,74.1,86.6,,,100.0,,,,98.1,,,,92.3,95.9,100.0,97.7,100.0,,,100.0,100.0,97.4,97.3,,84.53,84.59,82.78,78.87,80.32,81.18,84.03,83.71,79.20,78.10,84.22,83.25,81.92,83.50,83.50,78.59,83.64,85.38,79.86,80.50,84.56,85.57,82.38,83.86,82.52,82.68,82.01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
185.0694,2.07,0,8.87,0.131,36780,21,6,100.0,0.0,91.7,26.3,1,2,185.0695,185.0692,,185.0692,185.0691,185.0691,,,,185.0697,185.0694,185.0690,185.0697,185.0690,185.0697,185.0699,185.0692,,185.0683,185.0697,185.0695,185.0697,185.0700,,185.0691,185.0694,185.0696,8.840,8.871,,8.878,8.872,8.819,,,,8.879,8.804,8.876,8.868,8.874,8.868,8.874,8.867,,8.862,8.934,8.876,8.831,8.865,,8.878,8.878,8.872,798,266845,,310950,283047,829,,,,72356,1220,273347,63252,294811,80272,108498,318595,,558,426,55292,617,40570,,87430,99103,110882,,100.0,,100.0,100.0,,,,,,,100.0,,100.0,,100.0,100.0,,,,,,,,,,,59.68,89.76,42.62,91.35,91.63,55.89,44.42,44.90,,89.51,50.95,91.74,88.74,90.57,87.76,86.81,91.00,45.51,63.06,52.30,89.78,56.98,87.59,,90.92,89.06,88.80,1,2,,2,2,1,,,,2,1,2,2,2,2,2,2,,1,1,2,1,2,,2,2,2,
908.5395,1.13,0,5.63,0.075,57594,19,8,100.0,47.5,92.2,14.6,2,5,,908.5396,,908.5396,908.5401,,908.5385,908.5389,,908.5383,,908.5402,908.5396,908.5398,908.5391,908.5407,908.5397,,908.5423,908.5373,908.5397,,908.5397,,908.5391,908.5396,908.5392,,5.618,,5.625,5.636,,5.670,5.595,,5.632,,5.624,5.627,5.633,5.627,5.666,5.632,,5.620,5.609,5.641,,5.619,,5.626,5.620,5.620,,605872,,613634,632224,,1058,889,,156868,,566848,174766,581174,179232,117014,636372,,551,648,133709,,155360,,220191,221782,208532,,100.0,,100.0,88.8,,,,,58.9,,92.0,65.6,62.0,36.7,0.0,97.5,,,,57.6,,99.1,,35.0,27.1,58.6,,88.94,,92.20,90.70,,64.39,58.41,,73.38,,86.14,64.50,90.49,75.07,76.09,88.32,,92.04,67.13,74.38,,64.02,,90.14,87.99,88.04,,5,,5,5,,3,3,,3,,5,2,5,3,3,5,,5,3,3,,2,,5,5,5,
497.3918,0.40,0,1.51,0.067,43559,27,0,94.6,44.5,91.5,1.7,2,2,497.3918,497.3917,497.3914,497.3918,497.3916,497.3915,497.3917,497.3920,497.3917,497.3921,497.3918,497.3919,497.3918,497.3919,497.3918,497.3917,497.3918,497.3917,497.3919,497.3917,497.3918,497.3915,497.3919,497.3919,497.3924,497.3918,497.3918,1.506,1.549,1.502,1.500,1.527,1.531,1.483,1.514,1.508,1.518,1.504,1.532,1.496,1.541,1.523,1.546,1.523,1.508,1.523,1.506,1.481,1.537,1.482,1.499,1.528,1.528,1.489,388090,403487,189414,431500,385909,368995,451859,437695,457594,432394,416713,360106,444960,479085,423288,410278,408112,391677,432240,398803,431807,353451,417459,464241,440025,386794,423447,36.2,,,71.7,0.0,86.8,82.1,,,56.2,,33.4,,,63.6,77.2,,,94.6,,,52.9,79.9,,,,,91.48,86.15,89.17,90.18,90.07,88.85,88.94,91.09,90.12,91.08,90.07,87.39,90.63,88.60,90.18,87.15,90.87,89.54,90.06,90.71,86.55,86.89,88.72,90.32,90.57,90.38,89.70,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
149.0509,1.00,0,6.88,0.066,65001,16,11,100.0,0.2,91.7,14.7,1,2,,149.0509,,149.0510,149.0509,,,149.0505,,149.0509,,149.0510,149.0509,149.0510,149.0510,149.0510,149.0510,,,,149.0508,,149.0511,,149.0511,149.0509,149.0511,,6.889,,6.879,6.873,,,6.826,,6.875,,6.883,6.887,6.893,6.875,6.875,6.880,,,,6.878,,6.889,,6.874,6.885,6.880,,255387,,275647,293264,,,515,,171294,,239881,161644,255775,236028,237336,308329,,,,124416,,84053,,113218,116351,111638,,100.0,,100.0,100.0,,,,,100.0,,100.0,99.3,100.0,100.0,100.0,100.0,,,,,,,,100.0,,,,91.69,51.30,91.47,90.82,,,54.38,,91.40,,91.19,90.90,91.11,91.58,90.36,91.65,,,,91.60,,91.67,,90.63,90.54,91.73,,2,,2,2,,,1,,2,,2,2,2,2,2,2,,,,2,,2,,2,2,2,
303.2925,0.75,0,1.52,0.023,42868,27,0,100.0,32.5,91.7,6.2,1,2,303.2925,303.2924,303.2926,303.2925,303.2922,303.2926,303.2921,303.2925,303.2917,303.2927,303.2925,303.2928,303.2925,303.2924,303.2925,303.2925,303.2922,303.2922,303.2925,303.2925,303.2927,303.2927,303.2926,303.2924,303.2927,303.2926,303.2925,1.523,1.521,1.519,1.528,1.527,1.525,1.527,1.525,1.524,1.529,1.532,1.526,1.524,1.530,1.529,1.524,1.528,1.524,1.523,1.534,1.521,1.515,1.521,1.527,1.522,1.511,1.511,272683,363921,66760,208499,20017,118162,42813,21567,11612,284600,26778,193463,315643,36130,329916,337265,16002,14086,38932,15869,307686,9314,320122,19695,147353,161343,95779,66.4,95.8,,85.2,,81.3,,,,88.2,,100.0,100.0,,81.0,80.0,,,0.0,,84.8,,91.4,,50.3,98.9,100.0,91.49,91.42,91.69,91.18,90.28,89.96,85.02,90.08,81.14,91.47,86.76,90.80,90.97,89.77,91.14,91.47,87.01,89.00,91.65,89.77,91.60,64.09,90.67,91.17,91.03,90.29,89.33,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,
1274.0105,0.93,0,7.13,0.023,97081,27,0,100.0,35.4,72.7,0.8,2,2,1274.0105,1274.0108,1274.0103,1274.0111,1274.0111,1274.0108,1274.0118,1274.0085,1274.0115,1274.0070,1274.0121,1274.0087,1274.0100,1274.0107,1274.0103,1274.0109,1274.0114,1274.0088,1274.0104,1274.0120,1274.0105,1274.0117,1274.0110,1274.0096,1274.0109,1274.0118,1274.0101,7.126,7.130,7.128,7.114,7.131,7.134,7.131,7.128,7.133,7.138,7.136,7.135,7.133,7.128,7.121,7.127,7.132,7.133,7.126,7.132,7.124,7.124,7.119,7.131,7.137,7.126,7.126,213975,273607,216915,283654,295325,207739,258212,194066,318567,323005,234133,293389,286013,332913,281170,433359,299040,193503,276982,191004,387699,238501,280360,240724,272470,275657,292846,80.0,54.0,80.0,95.9,28.7,79.6,79.1,35.3,100.0,36.8,54.0,20.8,21.2,80.0,98.0,100.0,100.0,94.4,49.3,76.9,80.0,80.0,100.0,73.2,77.3,58.5,80.0,71.97,72.47,72.68,71.64,72.35,72.47,72.09,71.82,72.23,69.95,71.52,72.01,72.67,72.63,72.06,72.54,72.28,72.07,72.58,71.83,72.48,71.91,71.83,72.28,72.48,72.02,71.83,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
694.5607,4.01,0,1.77,0.102,109386,18,9,100.0,60.7,91.8,22.1,2,4,694.5652,694.5593,,,694.5612,,694.5585,694.5576,,694.5621,694.5633,694.5618,694.5619,,694.5621,694.5621,694.5552,694.5566,,,694.5636,,694.5626,694.5563,694.5612,694.5618,,1.741,1.789,,,1.768,,1.774,1.687,,1.775,1.711,1.778,1.776,,1.775,1.776,1.775,1.787,,,1.778,,1.773,1.773,1.769,1.774,,5211,757267,,,482905,,2098,1196,,705186,902,407002,568212,,629443,809969,940963,2249,,,966975,,616633,2300,559744,550604,,,60.3,,25.1,72.7,,,,,80.0,,,,0.0,,,30.4,,,,100.0,,,,45.0,,100.0,66.02,66.23,,59.42,74.13,,82.70,60.54,38.94,91.11,52.96,74.35,90.95,66.12,90.32,90.18,72.22,63.91,46.05,,91.78,,89.72,58.62,89.88,85.42,91.17,4,3,,,3,,4,3,,2,3,3,2,,2,2,3,3,,,3,,2,3,2,2,,
411.3818,0.52,0,1.26,0.019,69109,27,0,100.0,17.5,97.4,2.6,3,3,411.3821,411.3821,411.3817,411.3817,411.3818,411.3819,411.3816,411.3821,411.3818,411.3815,411.3816,411.3820,411.3819,411.3820,411.3821,411.3815,411.3820,411.3815,411.3817,411.3821,411.3814,411.3819,411.3820,411.3819,411.3818,411.3818,411.3819,1.266,1.269,1.267,1.265,1.259,1.268,1.259,1.268,1.272,1.271,1.263,1.263,1.255,1.261,1.266,1.261,1.265,1.267,1.260,1.271,1.258,1.274,1.258,1.264,1.265,1.259,1.265,88254,339125,212720,135024,418027,223652,347434,161070,176840,98521,90853,301288,323789,436011,174903,74136,346384,62556,353746,67129,83313,101704,380884,410677,315612,301354,291668,77.0,100.0,100.0,96.7,68.1,80.9,100.0,95.9,100.0,75.9,66.3,100.0,99.0,100.0,,95.5,100.0,35.0,98.5,100.0,97.1,100.0,74.8,93.6,100.0,100.0,100.0,92.01,95.41,93.68,97.43,95.79,95.65,93.52,94.06,95.67,90.05,86.62,95.97,95.59,95.94,96.29,90.02,95.08,96.28,96.04,94.29,92.58,94.49,97.22,96.70,93.55,95.74,96.18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
481.3976,0.41,0,1.49,0.039,59055,27,0,97.6,35.9,86.6,2.7,2,2,481.3979,481.3973,481.3975,481.3974,481.3974,481.3975,481.3974,481.3978,481.3977,481.3977,481.3977,481.3979,481.3976,481.3978,481.3975,481.3976,481.3976,481.3976,481.3977,481.3975,481.3972,481.3973,481.3979,481.3974,481.3979,481.3977,481.3975,1.495,1.498,1.502,1.494,1.471,1.503,1.494,1.480,1.485,1.506,1.499,1.476,1.485,1.485,1.495,1.496,1.506,1.485,1.472,1.467,1.487,1.492,1.482,1.488,1.483,1.494,1.506,492704,407962,385771,479792,411157,373384,459097,394458,451617,456920,417797,275851,442083,516235,451203,373123,360300,439766,488634,407785,425379,416164,490372,422879,389515,477210,469411,54.9,48.5,65.4,91.5,86.5,32.9,92.8,0.0,83.3,89.9,,74.8,48.8,73.6,87.6,78.8,97.6,,65.0,67.5,20.3,60.6,85.5,79.3,96.5,69.4,,84.23,83.35,80.98,78.90,82.68,86.57,81.01,79.56,82.95,81.75,80.64,79.73,81.56,79.19,84.50,80.30,80.02,81.87,78.93,83.63,78.63,79.28,81.81,79.67,82.73,86.24,81.56,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
790.6804,1.78,0,1.77,0.106,69968,18,9,100.0,43.7,89.9,19.4,1,4,,790.6812,790.6798,790.6779,790.6773,,,,790.6813,790.6816,,790.6800,790.6803,790.6797,790.6808,790.6817,790.6816,,,,790.6811,,790.6819,790.6779,790.6809,790.6807,790.6817,,1.801,1.715,1.796,1.785,,,,1.821,1.769,,1.806,1.764,1.793,1.770,1.759,1.752,,,,1.761,,1.756,1.762,1.758,1.768,1.758,,127208,2922,110718,95388,,,,1488,453244,,110489,602253,118968,613264,470932,28863,,,,496567,,589051,953,291083,265357,237809,,,,,,,,,,72.1,,,87.0,,97.6,64.5,,,,,100.0,,99.8,,14.3,59.2,33.2,,63.51,59.75,64.20,65.44,,,,56.16,86.26,45.28,62.62,87.80,64.77,89.79,87.41,59.46,,,,89.50,,87.41,70.65,82.41,89.86,83.23,,3,3,4,3,,,,1,3,,3,2,3,3,4,2,,,,3,,3,2,3,3,3,
348.2873,1.24,0,1.47,0.057,51801,27,0,100.0,27.2,77.6,2.1,4,5,348.2878,348.2876,348.2875,348.2876,348.2875,348.2873,348.2874,348.2876,348.2876,348.2878,348.2874,348.2866,348.2867,348.2876,348.2875,348.2866,348.2875,348.2875,348.2873,348.2865,348.2874,348.2874,348.2867,348.2865,348.2877,348.2877,348.2867,1.478,1.481,1.469,1.477,1.477,1.463,1.483,1.486,1.468,1.473,1.448,1.442,1.490,1.446,1.462,1.457,1.433,1.457,1.467,1.450,1.442,1.448,1.476,1.449,1.467,1.472,1.438,240808,305324,299775,335713,513219,326112,340846,312944,335770,321619,447586,436856,453642,518231,422082,421700,300269,416662,447023,407531,545028,424142,452078,359856,461133,413204,374703,82.0,38.4,69.7,63.9,35.2,60.0,100.0,73.6,90.7,89.0,35.0,82.7,65.0,65.6,35.0,86.5,79.4,91.6,98.9,54.0,75.0,69.1,89.5,54.6,70.9,76.7,64.8,71.45,71.12,72.28,71.76,71.77,77.62,76.09,70.46,72.33,71.80,71.96,72.05,70.62,71.79,72.54,72.53,69.97,72.40,72.34,72.66,71.34,71.90,71.88,72.45,72.35,72.14,70.99,4,4,4,4,4,5,5,4,4,4,4,5,5,4,4,5,4,4,4,5,4,4,5,5,4,4,5,
858.5230,1.32,0,5.77,0.109,53873,19,8,100.0,37.1,98.9,22.1,1,6,,858.5237,,858.5234,858.5237,,,858.5217,858.5229,858.5243,,858.5238,858.5213,858.5233,858.5207,858.5237,858.5240,858.5252,,,858.5218,,858.5221,858.5226,858.5225,858.5228,858.5235,,5.775,,5.771,5.770,,,5.729,5.762,5.761,,5.764,5.778,5.773,5.772,5.767,5.771,5.784,,,5.753,,5.753,5.837,5.766,5.760,5.760,,453110,,523844,504085,,,446,308,85740,,459432,46454,503885,36251,32033,492913,2163,,,40206,,64728,1136,177129,172518,184032,,41.4,,100.0,93.9,,,,,,,100.0,,100.0,,,100.0,,,,,,,,36.7,,52.4,,97.93,,98.88,98.90,46.26,,60.98,64.36,64.39,,97.43,76.78,98.79,80.60,67.50,97.56,63.29,,,80.68,,63.64,54.64,86.01,97.91,93.98,,5,,5,5,,,4,1,2,,5,6,5,4,4,5,2,,,5,,3,3,4,5,4,
